timestamp,price,open,lastClose,dayHigh,dayLow,yearLow,yearHigh,50avg,200avg,targetLow,targetMean,targetHigh,forecastNowAvg,forecastNowGrowth,forecastFutureAvg,forecastFutureGrowth,forecastFutureYrAvg,forecastFutureYrGrowth,lastEarningDate,lastEarnExp,lastEarnActual,lastEarnSuprise%,nextEarningDate,nextEarnExepected,text
2023-02-03 16:00:02,93.11000061035156,93.56999969482422,93.8000030517578,94.75,93.0199966430664,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 16:30:02,93.12999725341795,93.56999969482422,93.8000030517578,94.75,93.0199966430664,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 17:00:02,93.12999725341795,93.56999969482422,93.8000030517578,94.75,93.0199966430664,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-03 17:30:01,93.12999725341795,93.56999969482422,93.8000030517578,94.75,93.0199966430664,61.720001220703125,111.9800033569336,82.45860046386719,80.80025009155274,112.0,130.3,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"[""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed', 'UPDATE 4-Sony lifts outlook closer to record level, raises PS5 sales target']"
2023-02-06 09:00:01,93.12999725341795,93.56999969482422,93.8000030517578,94.75,93.0199966430664,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 09:30:01,90.47000122070312,93.56999969482422,93.12999725341795,90.83999633789062,90.47000122070312,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 10:00:02,90.31500244140624,90.86000061035156,93.12999725341795,90.83999633789062,90.04000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 10:30:02,89.83000183105469,90.86000061035156,93.12999725341795,90.83999633789062,89.68000030517578,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 11:30:02,89.93000030517578,90.86000061035156,93.12999725341795,90.83999633789062,89.62110137939453,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 12:00:02,89.76000213623047,90.86000061035156,93.12999725341795,90.83999633789062,89.62110137939453,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 12:30:02,89.58999633789062,90.86000061035156,93.12999725341795,90.83999633789062,89.58999633789062,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 13:00:02,89.69999694824219,90.86000061035156,93.12999725341795,90.83999633789062,89.56999969482422,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 13:30:01,89.63999938964844,90.86000061035156,93.12999725341795,90.83999633789062,89.54000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 14:00:02,89.79000091552734,90.86000061035156,93.12999725341795,90.83999633789062,89.54000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 14:30:02,89.94000244140625,90.86000061035156,93.12999725341795,90.83999633789062,89.54000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 15:00:02,90.05000305175781,90.86000061035156,93.12999725341795,90.83999633789062,89.54000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.8,0.039,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 15:30:02,89.83000183105469,90.86000061035156,93.12999725341795,90.83999633789062,89.54000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.75,-0.025999999,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 16:00:02,90.12000274658205,90.86000061035156,93.12999725341795,90.83999633789062,89.54000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.75,-0.025999999,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 16:30:02,90.12000274658205,90.86000061035156,93.12999725341795,90.87000274658205,89.5199966430664,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.75,-0.025999999,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 17:00:02,90.12000274658205,90.86000061035156,93.12999725341795,90.83999633789062,89.54000091552734,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.75,-0.025999999,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-06 17:30:02,90.12000274658205,90.86000061035156,93.12999725341795,90.87000274658205,89.5199966430664,61.720001220703125,111.9800033569336,82.73940048217773,80.81930007934571,118.0,133.55,149.4,0.75,-0.025999999,1.16,1.16,6.18,6.18,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-07 10:30:02,90.86499786376952,90.48999786376952,90.12000274658205,91.20999908447266,90.12999725341795,61.720001220703125,111.9800033569336,82.91700057983398,80.82455009460449,118.0,133.55,149.4,0.75,-0.025999999,1.16,1.16,5.86,5.86,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
2023-02-07 11:00:02,90.93000030517578,90.48999786376952,90.12000274658205,91.20999908447266,90.12999725341795,61.720001220703125,111.9800033569336,82.91700057983398,80.82455009460449,118.0,133.55,149.4,0.75,-0.025999999,1.16,1.16,5.86,5.86,2021-10-27 22:00:00-04:00,1.54,1.56,0.0136,2022-02-01 20:00:00-05:00,1.64,"['Analyst Report: Sony Group Corporation', ""Japan's Nikkei hits over one-month high; Sony jumps on robust outlook"", 'Sony shares gain on better-than-expected quarterly profit', 'Sony Jumps Most in Three Months After Hiking PlayStation Outlook', ""Sony's CFO Hiroki Totoki Gets More Responsibilities As Company Becomes Content Driven"", 'Sony Raises PlayStation 5 Sales Forecast After Strong Holiday', 'Sony Raises Outlook on Strong PlayStation 5 Momentum', 'Sony ‘obsessed with growth’ as new president appointed']"
