,relvolume,percentchange,price,open,high,low,watchers,hourchange,sentiment
0,0.908,3.9568,5.78,5.65,5.88,5.57,91689,0,0.88
1,0.908,3.9568,5.78,5.65,5.88,5.57,91693,4,0.85
2,0.908,3.9568,5.78,5.65,5.88,5.57,91693,4,0.85
3,0.908,3.9568,5.78,5.65,5.88,5.57,91693,4,0.85
4,0.908,3.9568,5.78,5.65,5.88,5.57,91693,4,0.85
5,0.3288,-1.1246,5.715,5.675,5.83,5.645,91705,3,-0.16
6,0.3334,-1.1246,5.715,5.675,5.83,5.645,91705,3,-0.16
7,0.3418,-0.9031,5.7278,5.675,5.83,5.645,91704,-1,-0.22
8,0.3492,-0.7785,5.735,5.675,5.83,5.645,91704,-1,-0.22
9,0.3575,-0.3426,5.7602,5.675,5.83,5.645,91704,-1,-0.22
10,0.3649,-0.2595,5.765,5.675,5.83,5.645,91704,-1,-0.22
11,0.3709,-0.6055,5.745,5.675,5.83,5.645,91704,-1,-0.22
12,0.3773,-0.8443,5.7312,5.675,5.83,5.645,91704,-1,-0.22
13,0.384,-0.346,5.76,5.675,5.83,5.645,91705,1,-0.2
14,0.3966,-0.346,5.76,5.675,5.83,5.645,91705,1,-0.2
15,0.4064,-0.6055,5.745,5.675,5.83,5.645,91705,1,-0.2
16,0.4234,-0.6055,5.745,5.675,5.83,5.645,91705,1,-0.2
17,0.4643,-0.6055,5.745,5.675,5.83,5.645,91705,1,-0.2
18,0.4643,-0.6055,5.745,5.675,5.83,5.645,91705,1,-0.2
19,0.4643,-0.6055,5.745,5.675,5.83,5.645,91705,0,-0.16
20,0.4643,-0.6055,5.745,5.675,5.83,5.645,91705,0,-0.16
21,0.4643,-0.692,5.74,5.675,5.83,5.645,91705,0,-0.16
22,0.4643,-0.692,5.74,5.675,5.83,5.645,91705,0,-0.16
23,0.4643,-0.692,5.74,5.675,5.83,5.645,91705,0,-0.16
24,0.4643,-0.692,5.74,5.675,5.83,5.645,91705,0,-0.16
25,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,-1,-0.59
26,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,-1,-0.59
27,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,-1,-0.59
28,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,-1,-0.59
29,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,-1,-0.59
30,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,-1,-0.59
31,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,0,-0.16
32,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,0,-0.16
33,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,0,-0.16
34,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,0,-0.16
35,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,0,-0.16
36,0.4643,-0.692,5.74,5.675,5.83,5.645,91704,0,-0.16
