,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,7.41,5.1064,7.585,6.92,0.4207,6.63,23318,0,0.14
1,7.41,5.1064,7.585,6.92,0.4207,6.63,23318,0,0.14
2,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,-2,0.71
3,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,-2,0.71
4,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,-2,0.71
5,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,-2,0.71
6,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,-2,0.71
7,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.61
8,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.61
9,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.61
10,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.61
11,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.61
12,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.61
13,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.6
14,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.6
15,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.6
16,7.41,5.1064,7.585,6.92,0.4207,6.63,23316,0,0.6
17,7.725,4.251,7.9,7.21,0.3107,7.02,23301,1,2.23
18,7.785,5.0607,7.9,7.21,0.319,7.02,23301,1,2.23
19,7.635,3.0364,7.9,7.21,0.3304,7.02,23309,8,1.11
20,7.625,2.9015,7.9,7.21,0.3361,7.02,23309,8,1.11
21,7.685,3.7112,7.9,7.21,0.3412,7.02,23309,8,1.11
22,7.69,3.7787,7.9,7.21,0.3458,7.02,23309,8,1.11
23,7.665,3.4413,7.9,7.21,0.3554,7.02,23309,8,1.11
24,7.658,3.3468,7.9,7.21,0.3593,7.02,23309,8,1.11
25,7.71,4.0486,7.9,7.21,0.3657,7.02,23307,-2,0.72
26,7.725,4.251,7.9,7.21,0.3729,7.02,23307,-2,0.72
27,7.635,3.0364,7.9,7.21,0.3831,7.02,23307,-2,0.72
28,7.585,2.3617,7.9,7.21,0.3992,7.02,23307,-2,0.72
29,7.56,2.0243,7.9,7.21,0.4207,7.02,23307,-2,0.72
30,7.56,2.0243,7.9,7.21,0.4207,7.02,23307,-2,0.72
31,7.56,2.0243,7.9,7.21,0.4207,7.02,23307,0,0.95
32,7.56,2.0243,7.9,7.21,0.4207,7.02,23307,0,0.95
33,7.65,3.2389,7.9,7.21,0.4207,7.02,23307,0,0.95
34,7.65,3.2389,7.9,7.21,0.4207,7.02,23307,0,0.95
35,7.65,3.2389,7.9,7.21,0.4207,7.02,23307,0,0.95
36,7.65,3.2389,7.9,7.21,0.4207,7.02,23307,0,0.95
37,7.65,3.2389,7.9,7.21,0.4207,7.02,23307,0,0.95
