,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,100.32,4.3804,101.18,96.2,1.5267,95.5,159478,1,2.31
1,100.32,4.3804,101.18,96.2,1.5267,95.5,159478,1,2.31
2,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,3,1.64
3,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,3,1.64
4,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,3,1.64
5,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,3,1.64
6,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,3,1.64
7,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,0,1.93
8,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,0,1.93
9,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,0,1.93
10,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,0,1.93
11,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,0,1.93
12,100.32,4.3804,101.18,96.2,1.5267,95.5,159481,0,1.93
13,100.32,4.3804,101.18,96.2,1.5267,95.5,159483,2,2.15
14,100.32,4.3804,101.18,96.2,1.5267,95.5,159483,2,2.15
15,100.32,4.3804,101.18,96.2,1.5267,95.5,159483,2,2.15
16,100.32,4.3804,101.18,96.2,1.5267,95.5,159483,2,2.15
17,101.78,1.4553,102.835,100.26,0.9429,100.1,159496,3,2.61
18,101.5624,1.2384,102.835,100.26,0.9673,100.1,159496,3,2.61
19,101.55,1.2261,102.835,100.26,0.9852,100.1,159499,3,2.66
20,101.27,0.947,102.835,100.26,0.9969,100.1,159499,3,2.66
21,101.22,0.8971,102.835,100.26,1.0107,100.1,159499,3,2.66
22,101.14,0.8174,102.835,100.26,1.0195,100.1,159499,3,2.66
23,101.17,0.8473,102.835,100.26,1.038,100.1,159499,3,2.66
24,101.16,0.8373,102.835,100.26,1.0548,100.1,159499,3,2.66
25,101.315,0.9918,102.835,100.26,1.0806,100.1,159500,1,2.5
26,101.545,1.2211,102.835,100.26,1.0999,100.1,159500,1,2.5
27,101.3,0.9769,102.835,100.26,1.1268,100.1,159500,1,2.5
28,101.27,0.947,102.835,100.26,1.1544,100.1,159500,1,2.5
29,101.56,1.236,102.835,100.26,1.2376,100.1,159500,1,2.5
30,101.56,1.236,102.835,100.26,1.2376,100.1,159500,1,2.5
31,101.56,1.236,102.835,100.26,1.2376,100.1,159508,8,1.8
32,101.56,1.236,102.835,100.26,1.2376,100.1,159508,8,1.8
33,101.62,1.2959,102.835,100.26,1.2376,100.1,159508,8,1.8
34,101.62,1.2959,102.835,100.26,1.2376,100.1,159508,8,1.8
35,101.62,1.2959,102.835,100.26,1.2376,100.1,159508,8,1.8
36,101.62,1.2959,102.835,100.26,1.2376,100.1,159508,8,1.8
37,101.62,1.2959,102.835,100.26,1.2376,100.1,159508,8,1.8
38,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,6,2.07
39,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,6,2.07
40,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,6,2.07
41,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,6,2.07
42,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,6,2.07
43,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,2,1.84
44,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,2,1.84
45,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,2,1.84
46,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,2,1.84
47,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,2,1.84
48,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,2,1.84
49,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,0,1.29
50,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,0,1.29
51,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,0,1.29
52,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,0,1.29
53,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,0,1.29
54,101.62,1.2959,102.835,100.26,1.2376,100.1,159516,0,1.29
55,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,-2,1.05
56,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,-2,1.05
57,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,-2,1.05
58,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,-2,1.05
59,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,-2,1.05
60,101.62,1.2959,102.835,100.26,1.2376,100.1,159514,-2,1.05
