,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,4.39,4.2755,4.65,4.22,0.764,4.06,411747,-2,0.36
1,4.39,4.2755,4.65,4.22,0.764,4.06,411747,-2,0.36
2,4.39,4.2755,4.65,4.22,0.764,4.06,411748,1,0.41
3,4.39,4.2755,4.65,4.22,0.764,4.06,411748,1,0.41
4,4.39,4.2755,4.65,4.22,0.764,4.06,411748,1,0.41
5,4.39,4.2755,4.65,4.22,0.764,4.06,411748,1,0.41
6,4.39,4.2755,4.65,4.22,0.764,4.06,411748,1,0.41
7,4.39,4.2755,4.65,4.22,0.764,4.06,411748,0,0.45
8,4.39,4.2755,4.65,4.22,0.764,4.06,411748,0,0.45
9,4.39,4.2755,4.65,4.22,0.764,4.06,411748,0,0.45
10,4.39,4.2755,4.65,4.22,0.764,4.06,411748,0,0.45
11,4.39,4.2755,4.65,4.22,0.764,4.06,411748,0,0.45
12,4.39,4.2755,4.65,4.22,0.764,4.06,411748,0,0.45
13,4.39,4.2755,4.65,4.22,0.764,4.06,411750,2,0.42
14,4.39,4.2755,4.65,4.22,0.764,4.06,411750,2,0.42
15,4.39,4.2755,4.65,4.22,0.764,4.06,411750,2,0.42
16,4.39,4.2755,4.65,4.22,0.764,4.06,411750,2,0.42
17,4.26,-2.9613,4.34,4.3,0.4035,4.108,411729,-6,0.3
18,4.295,-2.164,4.34,4.3,0.4166,4.108,411729,-6,0.3
19,4.27,-2.7335,4.34,4.3,0.4232,4.108,411727,-2,0.17
20,4.255,-3.0752,4.34,4.3,0.4305,4.108,411727,-2,0.17
21,4.245,-3.303,4.34,4.3,0.494,4.108,411727,-2,0.17
22,4.255,-3.0752,4.34,4.3,0.5027,4.108,411727,-2,0.17
23,4.225,-3.7585,4.34,4.3,0.5124,4.108,411727,-2,0.17
24,4.225,-3.7585,4.34,4.3,0.5195,4.108,411727,-2,0.17
25,4.235,-3.5308,4.34,4.3,0.5268,4.108,411726,-1,0.19
26,4.235,-3.5308,4.34,4.3,0.537,4.108,411726,-1,0.19
27,4.195,-4.4419,4.34,4.3,0.5536,4.108,411726,-1,0.19
28,4.2055,-4.2027,4.34,4.3,0.5665,4.108,411726,-1,0.19
29,4.1635,-5.1595,4.34,4.3,0.6185,4.108,411726,-1,0.19
30,4.1635,-5.1595,4.34,4.3,0.6185,4.108,411726,-1,0.19
31,4.1635,-5.1595,4.34,4.3,0.6185,4.108,411733,7,0.06
32,4.1635,-5.1595,4.34,4.3,0.6185,4.108,411733,7,0.06
33,4.18,-4.7836,4.34,4.3,0.6185,4.108,411733,7,0.06
34,4.18,-4.7836,4.34,4.3,0.6185,4.108,411733,7,0.06
35,4.18,-4.7836,4.34,4.3,0.6185,4.108,411733,7,0.06
36,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,7,0.06
37,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,7,0.06
38,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411730,-3,0.05
39,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411730,-3,0.05
40,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411730,-3,0.05
41,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411730,-3,0.05
42,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411730,-3,0.05
43,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,3,-0.02
44,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,3,-0.02
45,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,3,-0.02
46,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,3,-0.02
47,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,3,-0.02
48,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411733,3,-0.02
49,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-11,-0.12
50,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-11,-0.12
51,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-11,-0.12
52,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-11,-0.12
53,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-11,-0.12
54,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-11,-0.12
55,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,1,-0.13
56,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,1,-0.13
57,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,1,-0.13
58,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,1,-0.13
59,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,1,-0.13
60,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,1,-0.13
61,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,0,-0.2
62,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,0,-0.2
63,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,0,-0.2
64,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,0,-0.2
65,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,0,-0.2
66,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411723,0,-0.2
67,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-1,-0.23
68,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-1,-0.23
69,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-1,-0.23
70,4.18,-4.7836,4.34,4.3,0.6185,4.1078,411722,-1,-0.23
71,4.26,1.9139,4.38,4.25,0.335,4.14,411746,-4,-0.63
72,4.2585,1.878,4.38,4.25,0.3405,4.14,411746,-4,-0.63
73,4.2899,2.6292,4.38,4.25,0.3466,4.14,411738,-8,-0.63
74,4.285,2.512,4.38,4.25,0.3494,4.14,411738,-8,-0.63
75,4.295,2.7512,4.38,4.25,0.3592,4.14,411738,-8,-0.63
76,4.2966,2.7895,4.38,4.25,0.362,4.14,411738,-8,-0.63
77,4.2907,2.6483,4.38,4.25,0.3744,4.14,411738,-8,-0.63
78,4.285,2.512,4.38,4.25,0.3832,4.14,411738,-8,-0.63
79,4.3001,2.8732,4.38,4.25,0.3902,4.14,411739,1,-0.62
80,4.32,3.3493,4.38,4.25,0.3939,4.14,411739,1,-0.62
81,4.325,3.4689,4.38,4.25,0.4086,4.14,411739,1,-0.62
82,4.3075,3.0502,4.38,4.25,0.4216,4.14,411739,1,-0.62
83,4.28,2.3923,4.38,4.25,0.4546,4.14,411739,1,-0.62
84,4.28,2.3923,4.38,4.25,0.4546,4.14,411739,1,-0.62
85,4.28,2.3923,4.38,4.25,0.4546,4.14,411733,-6,-0.65
86,4.28,2.3923,4.38,4.25,0.4546,4.14,411733,-6,-0.65
87,4.27,2.1531,4.38,4.25,0.4546,4.14,411733,-6,-0.65
88,4.27,2.1531,4.38,4.25,0.4546,4.14,411733,-6,-0.65
89,4.27,2.1531,4.38,4.25,0.4546,4.14,411733,-6,-0.65
90,4.27,2.1531,4.38,4.25,0.4546,4.14,411733,-6,-0.65
91,4.27,2.1531,4.38,4.25,0.4546,4.14,411725,-8,-0.53
92,4.27,2.1531,4.38,4.25,0.4546,4.14,411725,-8,-0.53
93,4.27,2.1531,4.38,4.25,0.4546,4.14,411725,-8,-0.53
94,4.27,2.1531,4.38,4.25,0.4546,4.14,411725,-8,-0.53
95,4.27,2.1531,4.38,4.25,0.4546,4.14,411725,-8,-0.53
96,4.27,2.1531,4.38,4.25,0.4546,4.14,411725,-8,-0.53
97,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,1,-0.43
98,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,1,-0.43
99,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,1,-0.43
100,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,1,-0.43
101,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,1,-0.43
102,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,1,-0.43
103,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,0,-0.43
104,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,0,-0.43
105,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,0,-0.43
106,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,0,-0.43
107,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,0,-0.43
108,4.27,2.1531,4.38,4.25,0.4546,4.14,411726,0,-0.43
109,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,4,-0.45
110,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,4,-0.45
111,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,4,-0.45
112,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,4,-0.45
113,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,4,-0.45
114,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,4,-0.45
115,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,0,-0.49
116,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,0,-0.49
117,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,0,-0.49
118,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,0,-0.49
119,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,0,-0.49
120,4.27,2.1531,4.38,4.25,0.4546,4.14,411730,0,-0.49
121,4.27,2.1531,4.38,4.25,0.4546,4.14,411737,7,-0.44
122,4.27,2.1531,4.38,4.25,0.4546,4.14,411737,7,-0.44
123,4.27,2.1531,4.38,4.25,0.4546,4.14,411737,7,-0.44
124,4.27,2.1531,4.38,4.25,0.4546,4.14,411737,7,-0.44
125,4.375,2.459,4.445,4.33,0.3515,4.2115,411739,0,-0.13
126,4.3909,2.8314,4.445,4.33,0.36,4.2115,411739,0,-0.13
127,4.395,2.9274,4.445,4.33,0.3656,4.2115,411741,2,0.67
128,4.38,2.5761,4.445,4.33,0.374,4.2115,411741,2,0.67
129,4.3878,2.7588,4.445,4.33,0.3777,4.2115,411741,2,0.67
130,4.3896,2.8009,4.445,4.33,0.3852,4.2115,411741,2,0.67
131,4.4,3.0445,4.445,4.33,0.3928,4.2115,411741,2,0.67
132,4.4,3.0445,4.445,4.33,0.3983,4.2115,411741,2,0.67
133,4.4,3.0445,4.445,4.33,0.4054,4.2115,411743,2,0.98
134,4.395,2.9274,4.445,4.33,0.4139,4.2115,411743,2,0.98
135,4.39,2.8103,4.445,4.33,0.4208,4.2115,411743,2,0.98
136,4.405,3.1616,4.445,4.33,0.4306,4.2115,411743,2,0.98
137,4.4,3.0445,4.445,4.33,0.4458,4.2115,411743,2,0.98
138,4.4,3.0445,4.445,4.33,0.4458,4.2115,411743,2,0.98
139,4.4,3.0445,4.445,4.33,0.4458,4.2115,411745,2,1.38
140,4.4,3.0445,4.445,4.33,0.4458,4.2115,411745,2,1.38
141,4.41,3.2787,4.445,4.33,0.4458,4.2115,411745,2,1.38
142,4.41,3.2787,4.445,4.33,0.4458,4.2115,411745,2,1.38
143,4.41,3.2787,4.445,4.33,0.4458,4.2115,411745,2,1.38
144,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411745,2,1.38
145,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411759,14,1.33
146,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411759,14,1.33
147,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411759,14,1.33
148,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411759,14,1.33
149,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411759,14,1.33
150,4.41,3.2787,4.445,4.33,0.4458,4.2115,411759,14,1.33
151,4.41,3.2787,4.445,4.33,0.4458,4.2115,411775,16,1.63
152,4.41,3.2787,4.445,4.33,0.4458,4.2115,411775,16,1.63
153,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411775,16,1.63
154,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411775,16,1.63
155,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411775,16,1.63
156,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411775,16,1.63
157,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411794,19,2.01
158,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411794,19,2.01
159,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411794,19,2.01
160,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411794,19,2.01
161,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411794,19,2.01
162,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411794,19,2.01
163,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411807,13,2.6
164,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411807,13,2.6
165,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411807,13,2.6
166,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411807,13,2.6
167,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411807,13,2.6
168,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411807,13,2.6
169,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411817,10,2.88
170,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411817,10,2.88
171,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411817,10,2.88
172,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411817,10,2.88
173,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411817,10,2.88
174,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411817,10,2.88
175,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411833,16,3.2
176,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411833,16,3.2
177,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411833,16,3.2
178,4.41,3.2787,4.4458,4.33,0.4458,4.2115,411833,16,3.2
179,4.55,3.1746,4.73,4.73,0.6227,4.47,411923,1,4.79
180,4.56,3.4014,4.73,4.73,0.6415,4.47,411923,1,4.79
181,4.57,3.6281,4.73,4.73,0.6555,4.47,411923,1,4.79
182,4.565,3.5147,4.73,4.73,0.6638,4.47,411920,-3,4.45
183,4.555,3.288,4.73,4.73,0.6753,4.47,411920,-3,4.45
184,4.6287,4.9592,4.73,4.73,0.6941,4.47,411920,-3,4.45
185,4.5499,3.1723,4.73,4.73,0.7119,4.47,411920,-3,4.45
186,4.5001,2.0431,4.73,4.73,0.7283,4.47,411920,-3,4.45
187,4.53,2.7211,4.73,4.73,0.7453,4.47,411916,-4,4.3
188,4.51,2.2676,4.73,4.73,0.7571,4.47,411916,-4,4.3
189,4.455,1.0204,4.73,4.73,0.7816,4.45,411916,-4,4.3
190,4.4068,-0.0726,4.73,4.73,0.8045,4.3901,411916,-4,4.3
191,4.325,-1.9274,4.73,4.73,0.8468,4.31,411916,-4,4.3
192,4.325,-1.9274,4.73,4.73,0.8468,4.31,411916,-4,4.3
193,4.325,-1.9274,4.73,4.73,0.8468,4.31,411912,-4,4.07
194,4.325,-1.9274,4.73,4.73,0.8468,4.31,411912,-4,4.07
195,4.34,-1.5873,4.75,4.73,0.8468,4.31,411912,-4,4.07
196,4.34,-1.5873,4.75,4.73,0.8468,4.31,411912,-4,4.07
197,4.34,-1.5873,4.75,4.73,0.8468,4.31,411912,-4,4.07
198,4.34,-1.5873,4.73,4.73,0.8468,4.31,411912,-4,4.07
199,4.34,-1.5873,4.73,4.73,0.8468,4.31,411913,1,4.0
200,4.34,-1.5873,4.73,4.73,0.8468,4.31,411913,1,4.0
201,4.34,-1.5873,4.75,4.73,0.8468,4.31,411913,1,4.0
202,4.34,-1.5873,4.75,4.73,0.8468,4.31,411913,1,4.0
203,4.34,-1.5873,4.75,4.73,0.8468,4.31,411913,1,4.0
204,4.34,-1.5873,4.75,4.73,0.8468,4.31,411913,1,4.0
205,4.34,-1.5873,4.75,4.73,0.8468,4.31,411911,-2,3.56
