,relvolume,percentchange,price,open,high,low,watchers,hourchange,sentiment
0,0.7541,-0.5482,123.37,123.81,124.93,122.6,51329,0,-12.7
1,0.7541,-0.5482,123.37,123.81,124.93,122.6,51330,1,-12.48
2,0.7541,-0.5482,123.37,123.81,124.93,122.6,51330,1,-12.48
3,0.7541,-0.5482,123.37,123.81,124.93,122.6,51330,1,-12.48
4,0.7541,-0.5482,123.37,123.81,124.93,122.6,51330,1,-12.48
5,0.3959,0.8187,124.38,123.36,124.95,122.89,51326,0,-1.04
6,0.4025,0.9322,124.52,123.36,124.95,122.89,51326,0,-1.04
7,0.4118,1.0335,124.645,123.36,124.95,122.89,51326,0,-0.54
8,0.4196,0.997,124.6,123.36,124.95,122.89,51326,0,-0.54
9,0.4294,1.2402,124.9,123.36,124.95,122.89,51326,0,-0.54
10,0.443,1.224,124.88,123.36,124.95,122.89,51326,0,-0.54
11,0.4568,1.074,124.695,123.36,124.95,122.89,51326,0,-0.54
12,0.4694,0.924,124.51,123.36,124.95,122.89,51326,0,-0.54
13,0.4873,1.07,124.69,123.36,124.95,122.89,51325,-1,-0.54
14,0.5043,1.2159,124.87,123.36,124.95,122.89,51325,-1,-0.54
15,0.5219,1.1875,124.835,123.36,124.97,122.89,51325,-1,-0.54
16,0.5456,1.2361,124.895,123.36,124.97,122.89,51325,-1,-0.54
17,0.6283,1.5887,125.33,123.36,125.4,122.89,51325,-1,-0.54
18,0.6283,1.5887,125.33,123.36,125.4,122.89,51325,-1,-0.54
19,0.6283,1.5887,125.33,123.36,125.4,122.89,51325,0,-2.69
20,0.6283,1.5887,125.33,123.36,125.4,122.89,51325,0,-2.69
21,0.6283,1.5563,125.29,123.36,125.4,122.88,51325,0,-2.69
22,0.6283,1.5563,125.29,123.36,125.4,122.88,51325,0,-2.69
23,0.6283,1.5563,125.29,123.36,125.4,122.88,51325,0,-2.69
24,0.6283,1.5563,125.29,123.36,125.4,122.89,51325,0,-2.69
25,0.6283,1.5563,125.29,123.36,125.4,122.89,51325,0,-3.23
26,0.6283,1.5563,125.29,123.36,125.4,122.89,51325,0,-3.23
27,0.6283,1.5563,125.29,123.36,125.4,122.88,51325,0,-3.23
28,0.6283,1.5563,125.29,123.36,125.4,122.88,51325,0,-3.23
