,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,255.41,5.4193,255.88,240.27,1.1226,238.94,419029,6,6.43
1,255.41,5.4193,255.88,240.27,1.1226,238.94,419029,6,6.43
2,255.41,5.4193,255.88,240.27,1.1226,238.94,419032,3,6.78
3,255.41,5.4193,255.88,240.27,1.1226,238.94,419032,3,6.78
4,255.41,5.4193,255.88,240.27,1.1226,238.94,419032,3,6.78
5,255.41,5.4193,255.88,240.27,1.1226,238.94,419032,3,6.78
6,255.41,5.4193,255.88,240.27,1.1226,238.94,419032,3,6.78
7,255.41,5.4193,255.88,240.27,1.1226,238.94,419041,9,6.78
8,255.41,5.4193,255.88,240.27,1.1226,238.94,419041,9,6.78
9,255.41,5.4193,255.88,240.27,1.1226,238.94,419041,9,6.78
10,255.41,5.4193,255.88,240.27,1.1226,238.94,419041,9,6.78
11,255.41,5.4193,255.88,240.27,1.1226,238.94,419041,9,6.78
12,255.41,5.4193,255.88,240.27,1.1226,238.94,419041,9,6.78
13,255.41,5.4193,255.88,240.27,1.1226,238.94,419037,-4,6.77
14,255.41,5.4193,255.88,240.27,1.1226,238.94,419037,-4,6.77
15,255.41,5.4193,255.88,240.27,1.1226,238.94,419037,-4,6.77
16,255.41,5.4193,255.88,240.27,1.1226,238.94,419037,-4,6.77
17,259.37,1.5504,263.99,259.82,1.0724,256.68,419148,7,5.95
18,259.2792,1.5149,263.99,259.82,1.0971,256.68,419148,7,5.95
19,258.88,1.3586,263.99,259.82,1.111,256.68,419156,8,5.37
20,258.56,1.2333,263.99,259.82,1.1302,256.68,419156,8,5.37
21,258.48,1.202,263.99,259.82,1.148,256.68,419156,8,5.37
22,258.25,1.1119,263.99,259.82,1.1645,256.68,419156,8,5.37
23,258.805,1.3292,263.99,259.82,1.1878,256.68,419156,8,5.37
24,259.24,1.4995,263.99,259.82,1.205,256.68,419156,8,5.37
25,259.74,1.6953,263.99,259.82,1.2309,256.68,419169,13,4.37
26,260.36,1.9381,263.99,259.82,1.2516,256.68,419169,13,4.37
27,259.97,1.7854,263.99,259.82,1.2748,256.68,419169,13,4.37
28,259.17,1.4721,263.99,259.82,1.308,256.68,419169,13,4.37
29,257.23,0.7126,263.99,259.82,1.3828,256.68,419169,13,4.37
30,257.23,0.7126,263.99,259.82,1.3828,256.68,419169,13,4.37
31,257.23,0.7126,263.99,259.82,1.3828,256.68,419172,3,4.19
32,257.23,0.7126,263.99,259.82,1.3828,256.68,419172,3,4.19
33,257.25,0.7204,263.99,259.82,1.3828,256.68,419172,3,4.19
34,257.25,0.7204,263.99,259.82,1.3828,256.68,419172,3,4.19
35,257.25,0.7204,263.99,259.82,1.3828,256.68,419172,3,4.19
36,257.25,0.7204,263.99,259.82,1.3828,256.68,419172,3,4.19
37,257.25,0.7204,263.99,259.82,1.3828,256.68,419172,3,4.19
38,257.25,0.7204,263.99,259.82,1.3828,256.68,419179,7,2.88
39,257.25,0.7204,263.99,259.82,1.3828,256.68,419179,7,2.88
40,257.25,0.7204,263.99,259.82,1.3828,256.68,419179,7,2.88
