,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-0.6025,103.79,103.105,102.11,0.3314,102.39,160004,2,0.48
1,-0.6845,103.79,103.02,102.11,0.3397,102.39,160004,2,0.48
2,-0.7134,103.79,102.99,102.11,0.3452,102.39,160006,2,1.2
3,-0.6218,103.79,103.085,102.11,0.3521,102.39,160006,2,1.2
4,-0.3422,103.79,103.375,102.11,0.3604,102.39,160006,2,1.2
5,-0.2073,103.79,103.515,102.11,0.3689,102.39,160006,2,1.2
6,-0.0868,103.79,103.64,102.11,0.3769,102.39,160006,2,1.2
7,0.0434,103.79,103.775,102.11,0.3889,102.39,160006,2,1.2
8,0.1205,103.9,103.855,102.11,0.4093,102.39,160009,3,1.42
9,0.1832,104.0293,103.92,102.11,0.4246,102.39,160009,3,1.42
10,0.2362,104.07,103.975,102.11,0.4422,102.39,160009,3,1.42
11,0.4194,104.235,104.165,102.11,0.4614,102.39,160009,3,1.42
12,0.6652,104.53,104.42,102.11,0.5137,102.39,160009,3,1.42
13,0.6652,104.53,104.42,102.11,0.5137,102.39,160009,3,1.42
14,0.6652,104.53,104.42,102.11,0.5137,102.39,160010,1,1.72
15,0.6652,104.53,104.42,102.11,0.5137,102.39,160010,1,1.72
16,0.6073,104.53,104.36,102.11,0.5137,102.39,160010,1,1.72
17,0.6073,104.53,104.36,102.11,0.5137,102.39,160010,1,1.72
18,0.6073,104.53,104.36,102.11,0.5137,102.39,160010,1,1.72
19,0.6073,104.53,104.36,102.11,0.5137,102.39,160010,1,1.72
20,0.6073,104.53,104.36,102.11,0.5137,102.39,160012,2,1.9
21,0.6073,104.53,104.36,102.11,0.5137,102.39,160012,2,1.9
22,0.6073,104.53,104.36,102.11,0.5137,102.39,160012,2,1.9
23,0.6073,104.53,104.36,102.11,0.5137,102.39,160012,2,1.9
24,0.6073,104.53,104.36,102.11,0.5137,102.39,160012,2,1.9
25,0.6073,104.53,104.36,102.11,0.5137,102.39,160012,2,1.9
26,0.6073,104.53,104.36,102.11,0.5137,102.39,160012,2,1.9
27,0.6073,104.53,104.36,102.11,0.5137,102.39,160017,5,2.03
28,0.6073,104.53,104.36,102.11,0.5137,102.39,160017,5,2.03
29,0.6073,104.53,104.36,102.11,0.5137,102.39,160017,5,2.03
30,0.6073,104.53,104.36,102.11,0.5137,102.39,160017,5,2.03
31,0.6073,104.53,104.36,102.11,0.5137,102.39,160017,5,2.03
32,0.6073,104.53,104.36,102.11,0.5137,102.39,160020,3,2.83
33,0.6073,104.53,104.36,102.11,0.5137,102.39,160020,3,2.83
