,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,0.801,132.61,132.14,130.77,0.3063,130.97,51351,0,2.08
1,0.7933,132.61,132.13,130.77,0.3158,130.97,51351,0,2.08
2,0.8277,132.61,132.175,130.77,0.3226,130.97,51351,0,2.08
3,0.7705,132.61,132.1,130.77,0.3302,130.97,51351,0,2.08
4,0.9001,132.61,132.27,130.77,0.3389,130.97,51351,0,2.08
5,0.862,132.61,132.22,130.77,0.345,130.97,51351,0,2.08
6,0.8773,132.61,132.24,130.77,0.3509,130.97,51351,0,2.08
7,0.8696,132.61,132.23,130.77,0.361,130.97,51351,0,2.08
8,0.9459,132.61,132.33,130.77,0.3725,130.97,51351,0,2.08
9,0.8773,132.61,132.24,130.77,0.3858,130.97,51351,0,2.08
10,0.7857,132.61,132.12,130.77,0.4,130.97,51351,0,2.08
11,0.7705,132.61,132.1,130.77,0.425,130.97,51351,0,2.08
12,0.7552,132.61,132.08,130.77,0.5014,130.97,51351,0,2.08
13,0.7552,132.61,132.08,130.77,0.5014,130.97,51351,0,2.08
14,0.7552,132.61,132.08,130.77,0.5014,130.97,51352,1,2.17
15,0.7552,132.61,132.08,130.77,0.5014,130.97,51352,1,2.17
16,0.7399,132.61,132.06,130.77,0.5014,130.97,51352,1,2.17
17,0.7399,132.61,132.06,130.77,0.5014,130.97,51352,1,2.17
18,0.7399,132.61,132.06,130.77,0.5014,130.97,51352,1,2.17
19,0.7399,132.61,132.06,130.77,0.5014,130.97,51352,1,2.17
20,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,2,2.17
21,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,2,2.17
22,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,2,2.17
23,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,2,2.17
24,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,2,2.17
25,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,2,2.17
26,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,2,2.17
27,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
28,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
29,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
30,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
31,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
32,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
33,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
34,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
35,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
36,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
37,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,0,2.17
38,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
39,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
40,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
41,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
42,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
43,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
44,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,1,2.17
45,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,1,2.17
46,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,1,2.17
47,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,1,2.17
48,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,1,2.17
49,0.7399,132.61,132.06,130.77,0.5014,130.97,51354,1,2.17
50,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
51,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
52,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
53,0.7399,132.61,132.06,130.77,0.5014,130.97,51353,-1,2.17
54,-0.5149,132.13,131.38,131.04,0.3229,131.99,51355,-2,0.0
55,-0.5528,132.13,131.33,131.04,0.3328,131.99,51355,-2,0.0
56,-0.6436,132.13,131.21,131.04,0.3397,131.99,51355,0,0.0
57,-0.7269,132.13,131.1,131.04,0.347,131.99,51355,0,0.0
58,-0.761,132.13,131.055,130.9,0.3573,131.99,51355,0,0.0
59,-0.7345,132.13,131.09,130.9,0.3628,131.99,51355,0,0.0
60,-0.8254,132.13,130.97,130.9,0.3727,131.99,51355,0,0.0
61,-0.5755,132.13,131.3,130.9,0.3948,131.99,51355,0,0.0
62,-0.4468,132.13,131.47,130.9,0.4078,131.99,51355,0,0.0
63,-0.4771,132.13,131.43,130.9,0.419,131.99,51355,0,0.0
64,-0.4695,132.13,131.44,130.9,0.4357,131.99,51355,0,0.0
65,-0.4695,132.13,131.44,130.9,0.4542,131.99,51355,0,0.0
66,-0.3635,132.13,131.58,130.9,0.5043,131.99,51355,0,0.0
67,-0.3635,132.13,131.58,130.9,0.5043,131.99,51355,0,0.0
68,-0.3635,132.13,131.58,130.9,0.5043,131.99,51356,1,0.0
69,-0.3635,132.13,131.58,130.9,0.5043,131.99,51356,1,0.0
70,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51356,1,0.0
71,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51356,1,0.0
72,-0.3483,132.13,131.6,130.9,0.5043,131.99,51356,1,0.0
73,-0.3483,132.13,131.6,130.9,0.5043,131.99,51356,1,0.0
74,-0.3483,132.13,131.6,130.9,0.5043,131.99,51358,2,0.0
75,-0.3483,132.13,131.6,130.9,0.5043,131.99,51358,2,0.0
76,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,2,0.0
77,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,2,0.0
78,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,2,0.0
79,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,2,0.0
80,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
81,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
82,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
83,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
84,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
85,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
86,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
87,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
88,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
89,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
90,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
91,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
92,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
93,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
94,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
95,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
96,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
97,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51358,0,0.0
98,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,-1,0.0
99,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,-1,0.0
100,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,-1,0.0
101,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,-1,0.0
102,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,-1,0.0
103,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,-1,0.0
104,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,0,0.0
105,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,0,0.0
106,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,0,0.0
107,-0.3483,132.1499,131.6,130.89,0.5043,131.99,51357,0,0.0
108,0.4597,132.61,132.205,131.47,0.259,131.37,51358,0,0.0
109,0.4787,132.61,132.23,131.47,0.2657,131.37,51358,0,0.0
110,0.4713,132.61,132.2202,131.47,0.2733,131.37,51358,0,0.0
111,0.4179,132.61,132.15,131.47,0.2839,131.37,51358,0,0.0
112,0.5243,132.61,132.29,131.47,0.2916,131.37,51358,0,0.0
113,0.4635,132.61,132.21,131.47,0.299,131.37,51358,0,0.0
114,0.5015,132.61,132.26,131.47,0.3074,131.37,51358,0,0.0
115,0.3779,132.61,132.0973,131.47,0.3151,131.37,51358,0,0.0
116,0.3191,132.61,132.02,131.47,0.3263,131.37,51359,1,0.0
117,0.2812,132.61,131.97,131.47,0.3369,131.37,51359,1,0.0
118,0.266,132.61,131.95,131.47,0.3536,131.37,51359,1,0.0
119,0.2242,132.61,131.895,131.47,0.3758,131.37,51359,1,0.0
120,0.4065,132.61,132.135,131.47,0.4187,131.37,51359,1,0.0
121,0.4065,132.61,132.135,131.47,0.4187,131.37,51359,1,0.0
122,0.4065,132.61,132.135,131.47,0.4187,131.37,51365,6,0.0
123,0.4065,132.61,132.135,131.47,0.4187,131.37,51365,6,0.0
124,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,6,0.0
125,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,6,0.0
126,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,6,0.0
127,0.4103,132.61,132.14,131.47,0.4187,131.37,51365,6,0.0
128,0.4103,132.61,132.14,131.47,0.4187,131.37,51366,1,0.0
129,0.4103,132.61,132.14,131.47,0.4187,131.37,51366,1,0.0
130,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,1,0.0
131,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,1,0.0
132,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,1,0.0
133,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,1,0.0
134,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
135,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
136,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
137,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
138,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
139,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
140,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
141,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
142,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
143,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
144,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
145,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
146,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
147,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
148,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
149,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
150,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
151,0.4103,132.61,132.14,131.37,0.4187,131.37,51366,0,0.0
152,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,-1,0.0
153,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,-1,0.0
154,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,-1,0.0
155,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,-1,0.0
156,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,-1,0.0
157,0.4103,132.61,132.14,131.37,0.4187,131.37,51365,-1,0.0
