,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-3.3194,215.8856,203.3,201.6293,0.6187,213.98,37367,2,1.88
1,-3.5002,215.8856,202.9197,201.6293,0.6245,213.98,37367,2,1.88
2,-3.7331,215.8856,202.43,201.6293,0.6315,213.98,37370,3,1.7
3,-3.4669,215.8856,202.9899,201.6293,0.6374,213.98,37370,3,1.7
4,-3.1339,215.8856,203.69,201.6293,0.6464,213.98,37370,3,1.7
5,-2.9627,215.8856,204.05,201.6293,0.6581,213.98,37370,3,1.7
6,-3.2813,215.8856,203.38,201.6293,0.6703,213.98,37370,3,1.7
7,-3.3622,215.8856,203.21,201.6293,0.6788,213.98,37370,3,1.7
8,-3.4145,215.8856,203.1,201.6293,0.6871,213.98,37369,-1,1.5
9,-3.405,215.8856,203.12,201.6293,0.6947,213.98,37369,-1,1.5
10,-3.443,215.8856,203.04,201.6293,0.7109,213.98,37369,-1,1.5
11,-3.6713,215.8856,202.56,201.6293,0.7314,213.98,37369,-1,1.5
12,-3.6237,215.8856,202.66,201.6293,0.7684,213.98,37369,-1,1.5
13,-3.6237,215.8856,202.66,201.6293,0.7684,213.98,37369,-1,1.5
14,-3.6237,215.8856,202.66,201.6293,0.7684,213.98,37370,1,1.69
15,-3.6237,215.8856,202.66,201.6293,0.7684,213.98,37370,1,1.69
16,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37370,1,1.69
17,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37370,1,1.69
18,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37370,1,1.69
19,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37370,1,1.69
20,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37372,2,1.98
21,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37372,2,1.98
22,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37372,2,1.98
23,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37372,2,1.98
24,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37372,2,1.98
25,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37372,2,1.98
26,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37372,2,1.98
27,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37373,1,1.41
28,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37373,1,1.41
29,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37373,1,1.41
30,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37373,1,1.41
31,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37373,1,1.41
32,-3.6523,215.8856,202.6,201.6293,0.7684,213.98,37373,0,1.41
