,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-0.5766,6.275,6.035,5.94,0.6028,6.14,91842,-2,-1.05
1,-0.9885,6.275,6.01,5.94,0.622,6.14,91842,-2,-1.05
2,-0.9885,6.275,6.01,5.94,0.6351,6.14,91843,1,-1.05
3,-0.4942,6.275,6.04,5.94,0.6448,6.14,91843,1,-1.05
4,-0.8303,6.275,6.0196,5.94,0.6586,6.14,91843,1,-1.05
5,-0.3295,6.275,6.05,5.94,0.669,6.14,91843,1,-1.05
6,-0.4283,6.275,6.044,5.94,0.6813,6.14,91843,1,-1.05
7,-0.5766,6.275,6.035,5.94,0.6959,6.14,91843,1,-1.05
8,-0.8962,6.275,6.0156,5.94,0.7144,6.14,91846,3,-1.17
9,-0.9061,6.275,6.015,5.94,0.732,6.14,91846,3,-1.17
10,-0.9061,6.275,6.015,5.94,0.7498,6.14,91846,3,-1.17
11,-0.9061,6.275,6.015,5.94,0.7735,6.14,91846,3,-1.17
12,-0.659,6.275,6.03,5.94,0.8172,6.14,91846,3,-1.17
13,-0.659,6.275,6.03,5.94,0.8172,6.14,91846,3,-1.17
14,-0.659,6.275,6.03,5.94,0.8172,6.14,91845,-1,-1.16
15,-0.659,6.275,6.03,5.94,0.8172,6.14,91845,-1,-1.16
16,-0.659,6.275,6.03,5.94,0.8172,6.14,91845,-1,-1.16
17,-0.659,6.275,6.03,5.94,0.8172,6.14,91845,-1,-1.16
18,-0.659,6.275,6.03,5.94,0.8172,6.14,91845,-1,-1.16
19,-0.659,6.275,6.03,5.94,0.8172,6.14,91845,-1,-1.16
20,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,-1,-1.22
21,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,-1,-1.22
22,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,-1,-1.22
23,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,-1,-1.22
24,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,-1,-1.22
25,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,-1,-1.22
26,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,-1,-1.22
27,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,0,-1.21
28,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,0,-1.21
29,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,0,-1.21
30,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,0,-1.21
31,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,0,-1.21
32,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,-1,-1.09
33,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,-1,-1.09
34,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,-1,-1.09
35,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,-1,-1.09
36,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,-1,-1.09
37,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,-1,-1.09
38,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,1,-1.09
39,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,1,-1.09
40,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,1,-1.09
41,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,1,-1.09
42,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,1,-1.09
43,-0.659,6.275,6.03,5.94,0.8172,6.14,91844,1,-1.09
44,-0.659,6.275,6.03,5.94,0.8172,6.14,91842,-2,-1.13
45,-0.659,6.275,6.03,5.94,0.8172,6.14,91842,-2,-1.13
46,-0.659,6.275,6.03,5.94,0.8172,6.14,91842,-2,-1.13
47,-0.659,6.275,6.03,5.94,0.8172,6.14,91842,-2,-1.13
48,-0.659,6.275,6.03,5.94,0.8172,6.14,91842,-2,-1.13
49,-0.659,6.275,6.03,5.94,0.8172,6.14,91842,-2,-1.13
50,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,1,-1.07
51,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,1,-1.07
52,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,1,-1.07
53,-0.659,6.275,6.03,5.94,0.8172,6.14,91843,1,-1.07
54,-1.9071,6.095,5.915,5.835,0.3283,6.1,91852,-1,-0.86
55,-2.2886,6.095,5.892,5.835,0.3384,6.1,91852,-1,-0.86
56,-2.3217,6.095,5.89,5.835,0.3407,6.1,91855,3,-0.78
57,-2.7363,6.095,5.865,5.835,0.3532,6.1,91855,3,-0.78
58,-2.2388,6.095,5.895,5.835,0.362,6.1,91855,3,-0.78
59,-2.4046,6.095,5.885,5.835,0.3702,6.1,91855,3,-0.78
60,-2.7032,6.095,5.867,5.835,0.385,6.1,91855,3,-0.78
61,-2.7363,6.095,5.865,5.835,0.3969,6.1,91855,3,-0.78
62,-2.5705,6.095,5.875,5.835,0.408,6.1,91854,-1,-0.39
63,-2.5705,6.095,5.875,5.835,0.4131,6.1,91854,-1,-0.39
64,-2.4046,6.095,5.885,5.835,0.4288,6.1,91854,-1,-0.39
65,-2.3217,6.095,5.89,5.835,0.4392,6.1,91854,-1,-0.39
66,-2.4046,6.095,5.885,5.835,0.4678,6.1,91854,-1,-0.39
67,-2.4046,6.095,5.885,5.835,0.4678,6.1,91854,-1,-0.39
68,-2.4046,6.095,5.885,5.835,0.4678,6.1,91854,0,-0.4
69,-2.4046,6.095,5.885,5.835,0.4678,6.1,91854,0,-0.4
70,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.4
71,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.4
72,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.4
73,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.4
74,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.77
75,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.77
76,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.77
77,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.77
78,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.77
79,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.77
80,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.63
81,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.63
82,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.63
83,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.63
84,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.63
85,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.63
86,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.56
87,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.56
88,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.56
89,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.56
90,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.56
91,-2.3217,6.095,5.89,5.835,0.4678,6.1,91854,0,-0.56
