,relvolume,percentchange,price,open,high,low,watchers,hourchange,sentiment
0,0.7536,2.2371,204.28,202.84,207.88,202.155,511940,5,-3.0
1,0.7536,2.2371,204.28,202.84,207.88,202.155,511942,2,-3.15
2,0.7536,2.2371,204.28,202.84,207.88,202.155,511942,2,-3.15
3,0.7536,2.2371,204.28,202.84,207.88,202.155,511942,2,-3.15
4,0.7536,2.2371,204.28,202.84,207.88,202.155,511942,2,-3.15
5,0.6126,0.4553,205.21,205.18,207.574,203.55,512046,8,-3.46
6,0.6241,0.3769,205.05,205.18,207.574,203.55,512046,8,-3.46
7,0.6366,0.4088,205.115,205.18,207.574,203.55,512054,8,-2.41
8,0.6475,0.3818,205.06,205.18,207.574,203.55,512054,8,-2.41
9,0.6604,0.6475,205.6027,205.18,207.574,203.55,512054,8,-2.41
10,0.6734,0.7049,205.72,205.18,207.574,203.55,512054,8,-2.41
11,0.6826,0.5385,205.38,205.18,207.574,203.55,512054,8,-2.41
12,0.6929,0.5189,205.34,205.18,207.574,203.55,512054,8,-2.41
13,0.7027,0.7099,205.7301,205.18,207.574,203.55,512060,6,-0.91
14,0.7182,0.9326,206.1851,205.18,207.574,203.55,512060,6,-0.91
15,0.7366,0.9007,206.12,205.18,207.574,203.55,512060,6,-0.91
16,0.7536,0.8322,205.98,205.18,207.574,203.55,512060,6,-0.91
17,0.7884,0.8714,206.06,205.18,207.574,203.55,512060,6,-0.91
18,0.7884,0.8714,206.06,205.18,207.574,203.55,512060,6,-0.91
19,0.7884,0.8714,206.06,205.18,207.574,203.55,512045,-15,0.97
20,0.7884,0.8714,206.06,205.18,207.574,203.55,512045,-15,0.97
21,0.7884,0.8469,206.01,205.18,207.574,203.55,512045,-15,0.97
22,0.7884,0.8469,206.01,205.18,207.574,203.55,512045,-15,0.97
23,0.7884,0.8469,206.01,205.18,207.574,203.55,512045,-15,0.97
24,0.7884,0.8469,206.01,205.18,207.574,203.55,512045,-15,0.97
25,0.7884,0.8469,206.01,205.18,207.574,203.55,512046,1,2.85
26,0.7884,0.8469,206.01,205.18,207.574,203.55,512046,1,2.85
27,0.7884,0.8469,206.01,205.18,207.574,203.55,512046,1,2.85
28,0.7884,0.8469,206.01,205.18,207.574,203.55,512046,1,2.85
29,0.7884,0.8469,206.01,205.18,207.574,203.55,512046,1,2.85
30,0.7884,0.8469,206.01,205.18,207.574,203.55,512046,1,2.85
31,0.7884,0.8469,206.01,205.18,207.574,203.55,512047,1,3.06
32,0.7884,0.8469,206.01,205.18,207.574,203.55,512047,1,3.06
33,0.7884,0.8469,206.01,205.18,207.574,203.55,512047,1,3.06
34,0.7884,0.8469,206.01,205.18,207.574,203.55,512047,1,3.06
35,0.7884,0.8469,206.01,205.18,207.574,203.55,512047,1,3.06
36,0.7884,0.8469,206.01,205.18,207.574,203.55,512047,1,3.06
37,0.7884,0.8469,206.01,205.18,207.574,203.55,512048,1,3.14
38,0.7884,0.8469,206.01,205.18,207.574,203.55,512048,1,3.14
39,0.7884,0.8469,206.01,205.18,207.574,203.55,512048,1,3.14
40,0.7884,0.8469,206.01,205.18,207.574,203.55,512048,1,3.14
41,0.7884,0.8469,206.01,205.18,207.574,203.55,512048,1,3.14
42,0.7884,0.8469,206.01,205.18,207.574,203.55,512048,1,3.14
43,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,3,2.95
44,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,3,2.95
45,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,3,2.95
46,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,3,2.95
47,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,3,2.95
48,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,3,2.95
49,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,0,2.97
50,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,0,2.97
51,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,0,2.97
52,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,0,2.97
53,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,0,2.97
54,0.7884,0.8469,206.01,205.18,207.574,203.55,512051,0,2.97
55,0.7884,0.8469,206.01,205.18,207.574,203.55,512052,1,2.76
56,0.7884,0.8469,206.01,205.18,207.574,203.55,512052,1,2.76
57,0.7884,0.8469,206.01,205.18,207.574,203.55,512052,1,2.76
58,0.7884,0.8469,206.01,205.18,207.574,203.55,512052,1,2.76
59,0.3575,-1.7863,202.33,204.81,205.86,201.37,512176,1,0.08
60,0.3641,-1.7766,202.35,204.81,205.86,201.37,512176,1,0.08
61,0.3714,-1.6795,202.55,204.81,205.86,201.37,512182,6,-0.28
62,0.3843,-1.381,203.165,204.81,205.86,201.37,512182,6,-0.28
63,0.3939,-1.2427,203.45,204.81,205.86,201.37,512182,6,-0.28
64,0.4022,-1.2038,203.53,204.81,205.86,201.37,512182,6,-0.28
65,0.4096,-0.9951,203.96,204.81,205.86,201.37,512182,6,-0.28
66,0.418,-1.2038,203.53,204.81,205.86,201.37,512182,6,-0.28
67,0.424,-1.199,203.54,204.81,205.86,201.37,512179,-3,-0.27
68,0.4363,-1.4514,203.02,204.81,205.86,201.37,512179,-3,-0.27
69,0.4496,-1.4521,203.0186,204.81,205.86,201.37,512179,-3,-0.27
70,0.459,-1.4465,203.03,204.81,205.86,201.37,512179,-3,-0.27
71,0.4942,-1.6213,202.67,204.81,205.86,201.37,512179,-3,-0.27
72,0.4942,-1.6213,202.67,204.81,205.86,201.37,512179,-3,-0.27
73,0.4942,-1.6213,202.67,204.81,205.86,201.37,512179,0,-0.25
74,0.4942,-1.6213,202.67,204.81,205.86,201.37,512179,0,-0.25
75,0.4942,-1.5388,202.84,204.81,205.86,201.37,512179,0,-0.25
76,0.4942,-1.5388,202.84,204.81,205.86,201.37,512179,0,-0.25
77,0.4942,-1.5388,202.84,204.81,205.86,201.37,512179,0,-0.25
78,0.4942,-1.5388,202.84,204.81,205.86,201.37,512179,0,-0.25
79,0.4942,-1.5388,202.84,204.81,205.86,201.37,512180,1,-0.25
80,0.4942,-1.5388,202.84,204.81,205.86,201.37,512180,1,-0.25
81,0.4942,-1.5388,202.84,204.81,205.86,201.37,512180,1,-0.25
82,0.4942,-1.5388,202.84,204.81,205.86,201.37,512180,1,-0.25
83,0.4942,-1.5388,202.84,204.81,205.86,201.37,512180,1,-0.25
84,0.4942,-1.5388,202.84,204.81,205.86,201.37,512180,1,-0.25
85,0.4942,-1.5388,202.84,204.81,205.86,201.37,512185,5,-0.79
86,0.4942,-1.5388,202.84,204.81,205.86,201.37,512185,5,-0.79
87,0.4942,-1.5388,202.84,204.81,205.86,201.37,512185,5,-0.79
88,0.4942,-1.5388,202.84,204.81,205.86,201.37,512185,5,-0.79
89,0.4942,-1.5388,202.84,204.81,205.86,201.37,512185,5,-0.79
90,0.4942,-1.5388,202.84,204.81,205.86,201.37,512185,5,-0.79
91,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,2,-0.91
92,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,2,-0.91
93,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,2,-0.91
94,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,2,-0.91
95,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,2,-0.91
96,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,2,-0.91
97,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,0,-1.09
98,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,0,-1.09
99,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,0,-1.09
100,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,0,-1.09
101,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,0,-1.09
102,0.4942,-1.5388,202.84,204.81,205.86,201.37,512187,0,-1.09
103,0.4942,-1.5388,202.84,204.81,205.86,201.37,512188,1,-1.27
104,0.4942,-1.5388,202.84,204.81,205.86,201.37,512188,1,-1.27
105,0.4942,-1.5388,202.84,204.81,205.86,201.37,512188,1,-1.27
106,0.4942,-1.5388,202.84,204.81,205.86,201.37,512188,1,-1.27
107,0.4942,-1.5388,202.84,204.81,205.86,201.37,512188,1,-1.27
108,0.4942,-1.5388,202.84,204.81,205.86,201.37,512188,1,-1.27
109,0.4942,-1.5388,202.84,204.81,205.86,201.37,512189,1,-1.43
110,0.4942,-1.5388,202.84,204.81,205.86,201.37,512189,1,-1.43
111,0.4942,-1.5388,202.84,204.81,205.86,201.37,512189,1,-1.43
112,0.4942,-1.5388,202.84,204.81,205.86,201.37,512189,1,-1.43
113,0.3812,-2.0903,198.6,200.15,200.43,197.9,512223,1,-2.94
114,0.3906,-2.0312,198.72,200.15,200.43,197.9,512223,1,-2.94
115,0.4001,-1.834,199.12,200.15,200.43,197.9,512220,-3,-3.47
116,0.4077,-1.7837,199.222,200.15,200.43,197.9,512220,-3,-3.47
117,0.4171,-1.6121,199.57,200.15,200.43,197.9,512220,-3,-3.47
118,0.4281,-1.4889,199.82,200.15,200.43,197.9,512220,-3,-3.47
119,0.4365,-1.4839,199.83,200.15,200.43,197.9,512220,-3,-3.47
120,0.4479,-1.2917,200.22,200.15,200.43,197.9,512220,-3,-3.47
121,0.4596,-1.2226,200.36,200.15,200.43,197.9,512220,-3,-3.47
122,0.469,-1.4198,199.96,200.15,200.43,197.9,512220,-3,-3.47
123,0.4832,-1.3803,200.0403,200.15,200.43,197.9,512220,-3,-3.47
124,0.4952,-1.4445,199.91,200.15,200.43,197.9,512220,-3,-3.47
125,0.535,-1.0599,200.69,200.15,201.03,197.9,512220,-3,-3.47
126,0.535,-1.0599,200.69,200.15,201.03,197.9,512220,-3,-3.47
127,0.535,-1.0599,200.69,200.15,201.03,197.9,512220,-3,-3.47
128,0.535,-1.0599,200.69,200.15,201.03,197.9,512220,-3,-3.47
129,0.535,-1.0649,200.68,200.15,201.03,197.9,512220,-3,-3.47
130,0.535,-1.0649,200.68,200.15,201.03,197.9,512220,-3,-3.47
131,0.535,-1.0649,200.68,200.15,201.03,197.9,512220,-3,-3.47
132,0.535,-1.0649,200.68,200.15,201.03,197.9,512220,-3,-3.47
133,0.535,-1.0649,200.68,200.15,201.03,197.9,512220,-3,-3.47
134,0.535,-1.0649,200.68,200.15,201.03,197.9,512220,-3,-3.47
135,0.535,-1.0649,200.68,200.15,201.03,197.9,512220,-3,-3.47
136,0.535,-1.0649,200.68,200.15,201.03,197.9,512228,8,-3.87
137,0.535,-1.0649,200.68,200.15,201.03,197.9,512228,8,-3.87
138,0.535,-1.0649,200.68,200.15,201.03,197.9,512228,8,-3.87
139,0.535,-1.0649,200.68,200.15,201.03,197.9,512229,1,-3.87
140,0.535,-1.0649,200.68,200.15,201.03,197.9,512229,1,-3.87
141,0.535,-1.0649,200.68,200.15,201.03,197.9,512229,1,-3.87
142,0.535,-1.0649,200.68,200.15,201.03,197.9,512229,1,-3.87
143,0.535,-1.0649,200.68,200.15,201.03,197.9,512229,1,-3.87
144,0.535,-1.0649,200.68,200.15,201.03,197.9,512229,1,-3.87
145,0.535,-1.0649,200.68,200.15,201.03,197.9,512232,3,-4.04
146,0.535,-1.0649,200.68,200.15,201.03,197.9,512232,3,-4.04
147,0.535,-1.0649,200.68,200.15,201.03,197.9,512232,3,-4.04
148,0.535,-1.0649,200.68,200.15,201.03,197.9,512232,3,-4.04
149,0.535,-1.0649,200.68,200.15,201.03,197.9,512232,3,-4.04
150,0.535,-1.0649,200.68,200.15,201.03,197.9,512232,3,-4.04
151,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,1,-4.05
152,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,1,-4.05
153,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,1,-4.05
154,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,1,-4.05
155,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,1,-4.05
156,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,1,-4.05
157,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-4.0
158,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-4.0
159,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-4.0
160,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-4.0
161,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-4.0
162,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-4.0
163,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-3.91
164,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-3.91
165,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-3.91
166,0.535,-1.0649,200.68,200.15,201.03,197.9,512233,0,-3.91
167,0.3393,2.2324,205.16,203.56,205.28,202.54,512242,0,-0.64
168,0.3496,2.1527,205.0,203.56,205.28,202.54,512242,0,-0.64
169,0.3567,1.9633,204.62,203.56,205.28,202.54,512243,1,0.12
170,0.3642,2.0381,204.77,203.56,205.28,202.54,512243,1,0.12
171,0.3735,2.2274,205.15,203.56,205.28,202.54,512243,1,0.12
172,0.3829,2.2474,205.19,203.56,205.28,202.54,512243,1,0.12
173,0.3947,2.2972,205.29,203.56,205.37,202.54,512243,1,0.12
174,0.4088,2.2723,205.24,203.56,205.39,202.54,512243,1,0.12
175,0.4198,2.3125,205.3207,203.56,205.39,202.54,512243,1,0.12
176,0.4312,2.2922,205.28,203.56,205.39,202.54,512243,1,0.12
177,0.4454,2.3321,205.36,203.56,205.48,202.54,512243,1,0.12
178,0.4647,2.4118,205.52,203.56,205.67,202.54,512243,1,0.12
179,0.5083,2.2822,205.26,203.56,205.72,202.54,512243,1,0.12
180,0.5083,2.2822,205.26,203.56,205.72,202.54,512243,1,0.12
181,0.5083,2.2822,205.26,203.56,205.72,202.54,512243,1,0.12
182,0.5083,2.2822,205.26,203.56,205.72,202.54,512243,1,0.12
183,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
184,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
185,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
186,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
187,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
188,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
189,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
190,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
191,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
192,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
193,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
194,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
195,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
196,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
197,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
198,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
199,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
200,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
201,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
202,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
203,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
204,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
205,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
206,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
207,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
208,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
209,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
210,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
211,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
212,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
213,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
214,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
215,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
216,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
217,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
218,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
219,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
220,0.5083,2.3271,205.35,203.56,205.72,202.54,512243,1,0.12
221,0.4974,0.5746,206.53,203.38,208.09,202.85,512287,5,1.53
222,0.5046,0.5138,206.405,203.38,208.09,202.85,512287,5,1.53
223,0.5144,0.6087,206.6,203.38,208.09,202.85,512290,3,3.5
224,0.5235,0.7548,206.9,203.38,208.09,202.85,512290,3,3.5
225,0.5376,0.7985,206.9898,203.38,208.09,202.85,512290,3,3.5
226,0.5447,0.8278,207.0499,203.38,208.09,202.85,512290,3,3.5
227,0.5523,0.8132,207.02,203.38,208.09,202.85,512290,3,3.5
228,0.5608,0.8035,207.0,203.38,208.09,202.85,512290,3,3.5
229,0.5683,0.7889,206.97,203.38,208.09,202.85,512294,4,6.27
230,0.5806,1.0835,207.575,203.38,208.09,202.85,512294,4,6.27
231,0.5974,1.1833,207.78,203.38,208.09,202.85,512294,4,6.27
232,0.6132,1.159,207.73,203.38,208.09,202.85,512294,4,6.27
233,0.6432,1.2028,207.82,203.38,208.09,202.85,512294,4,6.27
234,0.6432,1.2028,207.82,203.38,208.09,202.85,512294,4,6.27
235,0.6432,1.2028,207.82,203.38,208.09,202.85,512294,0,6.27
236,0.6432,1.2028,207.82,203.38,208.09,202.85,512294,0,6.27
237,0.6432,1.2126,207.84,203.38,208.09,202.85,512294,0,6.27
238,0.6432,1.2126,207.84,203.38,208.09,202.85,512294,0,6.27
239,0.6432,1.2126,207.84,203.38,208.09,202.85,512294,0,6.27
240,0.6432,1.2126,207.84,203.38,208.09,202.85,512294,0,6.27
241,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,8,7.1
242,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,8,7.1
243,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,8,7.1
244,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,8,7.1
245,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,8,7.1
246,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,8,7.1
247,0.6432,1.2126,207.84,203.38,208.09,202.85,512298,-4,6.71
248,0.6432,1.2126,207.84,203.38,208.09,202.85,512298,-4,6.71
249,0.6432,1.2126,207.84,203.38,208.09,202.85,512298,-4,6.71
250,0.6432,1.2126,207.84,203.38,208.09,202.85,512298,-4,6.71
251,0.6432,1.2126,207.84,203.38,208.09,202.85,512298,-4,6.71
252,0.6432,1.2126,207.84,203.38,208.09,202.85,512298,-4,6.71
253,0.6432,1.2126,207.84,203.38,208.09,202.85,512301,3,6.06
254,0.6432,1.2126,207.84,203.38,208.09,202.85,512301,3,6.06
255,0.6432,1.2126,207.84,203.38,208.09,202.85,512301,3,6.06
256,0.6432,1.2126,207.84,203.38,208.09,202.85,512301,3,6.06
257,0.6432,1.2126,207.84,203.38,208.09,202.85,512301,3,6.06
258,0.6432,1.2126,207.84,203.38,208.09,202.85,512301,3,6.06
259,0.6432,1.2126,207.84,203.38,208.09,202.85,512306,5,6.08
260,0.6432,1.2126,207.84,203.38,208.09,202.85,512306,5,6.08
261,0.6432,1.2126,207.84,203.38,208.09,202.85,512306,5,6.08
262,0.6432,1.2126,207.84,203.38,208.09,202.85,512306,5,6.08
263,0.6432,1.2126,207.84,203.38,208.09,202.85,512306,5,6.08
264,0.6432,1.2126,207.84,203.38,208.09,202.85,512306,5,6.08
265,0.6432,1.2126,207.84,203.38,208.09,202.85,512303,-3,5.8
266,0.6432,1.2126,207.84,203.38,208.09,202.85,512303,-3,5.8
267,0.6432,1.2126,207.84,203.38,208.09,202.85,512303,-3,5.8
268,0.6432,1.2126,207.84,203.38,208.09,202.85,512303,-3,5.8
269,0.6432,1.2126,207.84,203.38,208.09,202.85,512303,-3,5.8
270,0.6432,1.2126,207.84,203.38,208.09,202.85,512303,-3,5.8
271,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,-1,5.99
272,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,-1,5.99
273,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,-1,5.99
274,0.6432,1.2126,207.84,203.38,208.09,202.85,512302,-1,5.99
275,0.467,0.9448,209.8037,207.24,210.54,206.77,512330,3,7.88
