,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,184.13,2.0393,185.81,180.365,0.6387,178.84,888559,7,3.48
1,184.13,2.0393,185.81,180.365,0.6387,178.84,888559,7,3.48
2,184.13,2.0393,185.81,180.365,0.6387,178.84,888561,2,3.76
3,184.13,2.0393,185.81,180.365,0.6387,178.84,888561,2,3.76
4,184.13,2.0393,185.81,180.365,0.6387,178.84,888561,2,3.76
5,184.13,2.0393,185.81,180.365,0.6387,178.84,888561,2,3.76
6,184.13,2.0393,185.81,180.365,0.6387,178.84,888561,2,3.76
7,184.13,2.0393,185.81,180.365,0.6387,178.84,888564,3,3.85
8,184.13,2.0393,185.81,180.365,0.6387,178.84,888564,3,3.85
9,184.13,2.0393,185.81,180.365,0.6387,178.84,888564,3,3.85
10,184.13,2.0393,185.81,180.365,0.6387,178.84,888564,3,3.85
11,184.13,2.0393,185.81,180.365,0.6387,178.84,888564,3,3.85
12,184.13,2.0393,185.81,180.365,0.6387,178.84,888564,3,3.85
13,184.13,2.0393,185.81,180.365,0.6387,178.84,888566,2,4.0
14,184.13,2.0393,185.81,180.365,0.6387,178.84,888566,2,4.0
15,184.13,2.0393,185.81,180.365,0.6387,178.84,888566,2,4.0
16,184.13,2.0393,185.81,180.365,0.6387,178.84,888566,2,4.0
17,180.32,-2.0692,186.21,184.515,0.5163,177.33,888603,1,3.89
18,179.6964,-2.4079,186.21,184.515,0.5305,177.33,888603,1,3.89
19,179.21,-2.672,186.21,184.515,0.5412,177.33,888606,3,3.31
20,179.085,-2.7399,186.21,184.515,0.551,177.33,888606,3,3.31
21,179.05,-2.7589,186.21,184.515,0.5608,177.33,888606,3,3.31
22,179.28,-2.634,186.21,184.515,0.5704,177.33,888606,3,3.31
23,179.4701,-2.5308,186.21,184.515,0.5849,177.33,888606,3,3.31
24,179.5884,-2.4665,186.21,184.515,0.5967,177.33,888606,3,3.31
25,179.9475,-2.2715,186.21,184.515,0.6119,177.33,888605,-1,2.68
26,180.08,-2.1995,186.21,184.515,0.6216,177.33,888605,-1,2.68
27,179.63,-2.4439,186.21,184.515,0.6328,177.33,888605,-1,2.68
28,179.69,-2.4113,186.21,184.515,0.6454,177.33,888605,-1,2.68
29,180.02,-2.2321,186.21,184.515,0.6722,177.33,888605,-1,2.68
30,180.02,-2.2321,186.21,184.515,0.6722,177.33,888605,-1,2.68
31,180.02,-2.2321,186.21,184.515,0.6722,177.33,888615,10,2.68
32,180.02,-2.2321,186.21,184.515,0.6722,177.33,888615,10,2.68
33,180.13,-2.1724,186.21,184.515,0.6722,177.33,888615,10,2.68
34,180.13,-2.1724,186.21,184.515,0.6722,177.33,888615,10,2.68
35,180.13,-2.1724,186.21,184.515,0.6722,177.33,888615,10,2.68
36,180.13,-2.1724,186.21,184.515,0.6722,177.33,888615,10,2.68
37,180.13,-2.1724,186.21,184.515,0.6722,177.33,888615,10,2.68
38,180.13,-2.1724,186.21,184.515,0.6722,177.33,888621,6,2.24
39,180.13,-2.1724,186.21,184.515,0.6722,177.33,888621,6,2.24
40,180.13,-2.1724,186.21,184.515,0.6722,177.33,888621,6,2.24
41,180.13,-2.1724,186.21,184.515,0.6722,177.33,888621,6,2.24
42,180.13,-2.1724,186.21,184.515,0.6722,177.33,888621,6,2.24
43,180.13,-2.1724,186.21,184.515,0.6722,177.33,888626,5,1.73
44,180.13,-2.1724,186.21,184.515,0.6722,177.33,888626,5,1.73
45,180.13,-2.1724,186.21,184.515,0.6722,177.33,888626,5,1.73
46,180.13,-2.1724,186.21,184.515,0.6722,177.33,888626,5,1.73
