,relvolume,percentchange,price,open,high,low,watchers,hourchange,sentiment
0,0.9851,1.9722,277.66,277.94,281.05,275.2,442171,5,-2.87
1,0.9851,1.9722,277.66,277.94,281.05,275.2,442175,4,-2.81
2,0.9851,1.9722,277.66,277.94,281.05,275.2,442175,4,-2.81
3,0.9851,1.9722,277.66,277.94,281.05,275.2,442175,4,-2.81
4,0.9851,1.9722,277.66,277.94,281.05,275.2,442175,4,-2.81
5,0.5387,0.1333,278.03,277.24,279.77,275.3,442234,0,-3.42
6,0.548,0.1477,278.07,277.24,279.77,275.3,442234,0,-3.42
7,0.5598,0.2053,278.23,277.24,279.77,275.3,442236,2,-3.24
8,0.5681,0.2233,278.28,277.24,279.77,275.3,442236,2,-3.24
9,0.5797,0.4538,278.92,277.24,279.77,275.3,442236,2,-3.24
10,0.5902,0.4538,278.92,277.24,279.77,275.3,442236,2,-3.24
11,0.5988,0.4754,278.98,277.24,279.77,275.3,442236,2,-3.24
12,0.6098,0.4538,278.92,277.24,279.77,275.3,442236,2,-3.24
13,0.6228,0.7157,279.6473,277.24,279.77,275.3,442238,2,-2.65
14,0.6507,0.8392,279.99,277.24,280.28,275.3,442238,2,-2.65
15,0.6699,0.7671,279.79,277.24,280.28,275.3,442238,2,-2.65
16,0.6888,0.8103,279.91,277.24,280.28,275.3,442238,2,-2.65
17,0.7429,1.03,280.52,277.24,280.59,275.3,442238,2,-2.65
18,0.7429,1.03,280.52,277.24,280.59,275.3,442238,2,-2.65
19,0.7429,1.03,280.52,277.24,280.59,275.3,442243,5,-0.91
20,0.7429,1.03,280.52,277.24,280.59,275.3,442243,5,-0.91
21,0.7429,1.048,280.57,277.24,280.63,275.3,442243,5,-0.91
22,0.7429,1.048,280.57,277.24,280.63,275.3,442243,5,-0.91
23,0.7429,1.048,280.57,277.24,280.63,275.3,442243,5,-0.91
24,0.7429,1.048,280.57,277.24,280.63,275.3,442243,5,-0.91
25,0.7429,1.048,280.57,277.24,280.63,275.3,442245,2,0.18
26,0.7429,1.048,280.57,277.24,280.63,275.3,442245,2,0.18
27,0.7429,1.048,280.57,277.24,280.63,275.3,442245,2,0.18
28,0.7429,1.048,280.57,277.24,280.63,275.3,442245,2,0.18
29,0.7429,1.048,280.57,277.24,280.63,275.3,442245,2,0.18
30,0.7429,1.048,280.57,277.24,280.63,275.3,442245,2,0.18
31,0.7429,1.048,280.57,277.24,280.63,275.3,442247,2,0.18
32,0.7429,1.048,280.57,277.24,280.63,275.3,442247,2,0.18
33,0.7429,1.048,280.57,277.24,280.63,275.3,442247,2,0.18
34,0.7429,1.048,280.57,277.24,280.63,275.3,442247,2,0.18
35,0.7429,1.048,280.57,277.24,280.63,275.3,442247,2,0.18
36,0.7429,1.048,280.57,277.24,280.63,275.3,442247,2,0.18
37,0.7429,1.048,280.57,277.24,280.63,275.3,442252,5,0.18
