,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-0.552,211.74,210.77,208.2001,0.3434,208.84,512444,-5,-0.23
1,-0.6087,211.74,210.65,208.2001,0.3483,208.84,512444,-5,-0.23
2,-0.5096,211.74,210.86,208.2001,0.3529,208.84,512444,0,0.2
3,-0.3447,211.74,211.2095,208.2001,0.3601,208.84,512444,0,0.2
4,-0.0661,211.84,211.8,208.2001,0.3728,208.84,512444,0,0.2
5,0.1368,212.3496,212.23,208.2001,0.3873,208.84,512444,0,0.2
6,0.184,212.57,212.33,208.2001,0.3991,208.84,512444,0,0.2
7,0.1746,212.65,212.31,208.2001,0.4106,208.84,512444,0,0.2
8,0.2373,212.69,212.4429,208.2001,0.4205,208.84,512447,3,0.11
9,0.5096,213.11,213.02,208.2001,0.4355,208.84,512447,3,0.11
10,0.3822,213.32,212.75,208.2001,0.4496,208.84,512447,3,0.11
11,0.519,213.32,213.04,208.2001,0.4675,208.84,512447,3,0.11
12,0.5615,213.4861,213.13,208.2001,0.5014,208.84,512447,3,0.11
13,0.5615,213.4861,213.13,208.2001,0.5014,208.84,512447,3,0.11
14,0.5615,213.4861,213.13,208.2001,0.5014,208.84,512449,2,0.42
15,0.5615,213.4861,213.13,208.2001,0.5014,208.84,512449,2,0.42
16,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512449,2,0.42
17,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512449,2,0.42
18,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512449,2,0.42
19,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512449,2,0.42
20,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512458,9,1.13
21,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512458,9,1.13
22,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512458,9,1.13
23,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512458,9,1.13
24,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512458,9,1.13
25,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512458,9,1.13
26,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512458,9,1.13
27,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512460,2,1.58
28,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512460,2,1.58
29,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512460,2,1.58
30,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512460,2,1.58
31,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512460,2,1.58
32,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512473,13,1.8
33,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512473,13,1.8
34,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512473,13,1.8
35,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512473,13,1.8
36,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512473,13,1.8
37,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512473,13,1.8
38,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512476,3,2.09
39,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512476,3,2.09
40,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512476,3,2.09
41,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512476,3,2.09
42,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512476,3,2.09
43,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512476,3,2.09
44,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512478,2,2.24
45,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512478,2,2.24
46,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512478,2,2.24
47,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512478,2,2.24
48,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512478,2,2.24
49,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512478,2,2.24
50,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512477,-1,2.19
51,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512477,-1,2.19
52,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512477,-1,2.19
53,0.5332,213.4861,213.07,208.2001,0.5014,208.84,512477,-1,2.19
54,0.2675,216.24,213.64,212.54,0.4473,213.39,512497,-2,4.74
55,0.3379,216.24,213.79,212.54,0.4537,213.39,512497,-2,4.74
56,0.3895,216.24,213.9,212.54,0.4604,213.39,512512,15,5.5
57,0.149,216.24,213.3875,212.54,0.4677,213.39,512512,15,5.5
58,0.4459,216.24,214.02,212.54,0.4751,213.39,512512,15,5.5
59,0.3825,216.24,213.885,212.54,0.4827,213.39,512512,15,5.5
60,0.1737,216.24,213.44,212.54,0.4911,213.39,512512,15,5.5
61,0.4036,216.24,213.93,212.54,0.5023,213.39,512512,15,5.5
62,0.5468,216.24,214.235,212.54,0.5144,213.39,512513,1,6.34
63,0.4623,216.24,214.055,212.54,0.5237,213.39,512513,1,6.34
64,0.5396,216.24,214.2197,212.54,0.5344,213.39,512513,1,6.34
