,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.86
1,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.86
2,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,8.97
3,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,8.97
4,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,8.97
5,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,8.97
6,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,8.97
7,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.43
8,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.43
9,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.43
10,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.43
11,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.43
12,124.7,1.1518,124.82,122.96,1.2179,121.92,51321,0,7.43
13,124.7,1.1518,124.82,122.96,1.2179,121.92,51323,2,7.43
14,124.7,1.1518,124.82,122.96,1.2179,121.92,51323,2,7.43
15,124.7,1.1518,124.82,122.96,1.2179,121.92,51323,2,7.43
16,124.7,1.1518,124.82,122.96,1.2179,121.92,51323,2,7.43
17,123.61,-0.8741,124.2,124.08,1.1307,122.935,51323,1,7.41
18,123.4,-1.0425,124.2,124.08,1.1619,122.935,51323,1,7.41
19,123.255,-1.1588,124.2,124.08,1.1832,122.935,51323,0,7.41
20,123.01,-1.3553,124.2,124.08,1.2088,122.935,51323,0,7.41
21,123.11,-1.2751,124.2,124.08,1.2379,122.935,51323,0,7.41
22,123.185,-1.2149,124.2,124.08,1.2658,122.935,51323,0,7.41
23,123.23,-1.1788,124.2,124.08,1.2938,122.935,51323,0,7.41
24,123.275,-1.1427,124.2,124.08,1.3222,122.935,51323,0,7.41
25,123.56,-0.9142,124.2,124.08,1.359,122.935,51322,-1,6.08
26,123.835,-0.6937,124.2,124.08,1.4107,122.935,51322,-1,6.08
27,123.91,-0.6335,124.2,124.08,1.4754,122.935,51322,-1,6.08
28,123.41,-1.0345,124.2,124.08,1.5882,122.935,51322,-1,6.08
29,123.66,-0.834,124.52,124.08,2.0994,122.935,51322,-1,6.08
30,123.66,-0.834,124.52,124.08,2.0994,122.935,51322,-1,6.08
31,123.66,-0.834,124.52,124.08,2.0994,122.935,51322,0,6.08
32,123.66,-0.834,124.52,124.08,2.0994,122.935,51322,0,6.08
33,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,6.08
34,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,6.08
35,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,6.08
36,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,6.08
37,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,6.08
38,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,1.4
39,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,1.4
40,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,1.4
41,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,1.4
42,123.69,-0.8099,124.52,124.08,2.0994,122.93,51322,0,1.4
43,123.69,-0.8099,124.52,124.08,2.0994,122.93,51323,1,2.51
44,123.69,-0.8099,124.52,124.08,2.0994,122.93,51323,1,2.51
45,123.69,-0.8099,124.52,124.08,2.0994,122.93,51323,1,2.51
46,123.69,-0.8099,124.52,124.08,2.0994,122.93,51323,1,2.51
47,123.69,-0.8099,124.52,124.08,2.0994,122.93,51323,1,2.51
48,123.69,-0.8099,124.52,124.08,2.0994,122.93,51323,1,2.51
49,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,1,1.4
50,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,1,1.4
51,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,1,1.4
52,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,1,1.4
53,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,1,1.4
54,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,1,1.4
55,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
56,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
57,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
58,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
59,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
60,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
61,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
62,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
63,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
64,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
65,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
66,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
67,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
68,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
69,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
70,123.69,-0.8099,124.52,124.08,2.0994,122.93,51324,0,1.4
71,125.34,1.334,125.9115,124.31,0.463,124.19,51323,0,3.59
72,124.98,1.0429,125.9115,124.31,0.4739,124.19,51323,0,3.59
73,125.145,1.1763,125.9115,124.31,0.4854,124.19,51324,1,1.67
74,125.095,1.1359,125.9115,124.31,0.4953,124.19,51324,1,1.67
75,125.05,1.0995,125.9115,124.31,0.5107,124.19,51324,1,1.67
76,125.23,1.245,125.9115,124.31,0.5235,124.19,51324,1,1.67
77,125.2235,1.2398,125.9115,124.31,0.5374,124.19,51324,1,1.67
78,125.23,1.245,125.9115,124.31,0.5487,124.19,51324,1,1.67
79,125.38,1.3663,125.9115,124.31,0.5632,124.19,51324,0,-0.86
80,125.52,1.4795,125.9115,124.31,0.5825,124.19,51324,0,-0.86
81,125.545,1.4997,125.9115,124.31,0.6096,124.19,51324,0,-0.86
82,125.8,1.7059,125.9115,124.31,0.6541,124.19,51324,0,-0.86
83,125.98,1.8514,126.1508,124.31,0.7973,124.19,51324,0,-0.86
84,125.98,1.8514,126.1508,124.31,0.7973,124.19,51324,0,-0.86
85,125.98,1.8514,126.1508,124.31,0.7973,124.19,51325,1,1.06
86,125.98,1.8514,126.1508,124.31,0.7973,124.19,51325,1,1.06
87,125.94,1.8191,126.1508,124.31,0.7973,124.19,51325,1,1.06
88,125.94,1.8191,126.1508,124.31,0.7973,124.19,51325,1,1.06
89,125.94,1.8191,126.1508,124.31,0.7973,124.19,51325,1,1.06
90,125.94,1.8191,126.1508,124.31,0.7973,124.19,51325,1,1.06
91,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,2,1.06
92,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,2,1.06
93,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,2,1.06
94,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,2,1.06
95,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,2,1.06
96,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,2,1.06
97,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
98,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
99,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
100,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
101,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
102,125.94,1.8191,126.16,124.31,0.7973,124.19,51327,0,1.06
103,125.94,1.8191,126.16,124.31,0.7973,124.19,51327,0,1.06
104,125.94,1.8191,126.16,124.31,0.7973,124.19,51327,0,1.06
105,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
106,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
107,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
108,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
109,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
110,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
111,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
112,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
113,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
114,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
115,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
116,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
117,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
118,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
119,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
120,125.94,1.8191,126.1508,124.31,0.7973,124.19,51327,0,1.06
121,125.94,1.8191,126.1508,124.31,0.7973,124.19,51326,-1,1.06
122,125.94,1.8191,126.1508,124.31,0.7973,124.19,51326,-1,1.06
123,125.94,1.8191,126.1508,124.31,0.7973,124.19,51326,-1,1.06
124,125.94,1.8191,126.1508,124.31,0.7973,124.19,51326,-1,1.06
125,125.7767,-0.1297,127.08,126.9,0.3219,125.66,51323,0,2.26
126,125.78,-0.127,127.08,126.9,0.3308,125.66,51323,0,2.26
127,125.8,-0.1112,127.08,126.9,0.3402,125.66,51324,1,3.26
128,125.92,-0.0159,127.08,126.9,0.3489,125.66,51324,1,3.26
129,125.83,-0.0873,127.08,126.9,0.3597,125.66,51324,1,3.26
130,126.02,0.0635,127.08,126.9,0.3689,125.66,51324,1,3.26
131,126.03,0.0715,127.08,126.9,0.3834,125.66,51324,1,3.26
132,126.21,0.2144,127.08,126.9,0.396,125.66,51324,1,3.26
133,126.3,0.2859,127.08,126.9,0.4095,125.66,51324,0,4.9
134,126.335,0.3136,127.08,126.9,0.4268,125.66,51324,0,4.9
135,126.4603,0.4131,127.08,126.9,0.4413,125.66,51324,0,4.9
136,126.65,0.5638,127.08,126.9,0.4676,125.66,51324,0,4.9
137,126.53,0.4685,127.08,126.9,0.5415,125.66,51324,0,4.9
138,126.53,0.4685,127.08,126.9,0.5415,125.66,51324,0,4.9
139,126.53,0.4685,127.08,126.9,0.5415,125.66,51324,0,6.41
140,126.53,0.4685,127.08,126.9,0.5415,125.66,51324,0,6.41
141,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
142,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
143,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
144,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
145,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
146,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
147,126.57,0.5002,127.08,126.9,0.5415,125.66,51324,0,6.41
148,126.57,0.5002,127.08,126.9,0.5415,125.66,51324,0,6.41
149,126.57,0.5002,127.08,126.9,0.5415,125.66,51324,0,6.41
150,126.57,0.5002,127.08,126.9,0.5415,125.66,51324,0,6.41
151,126.57,0.5002,127.08,126.9,0.5415,125.66,51324,0,6.41
152,126.57,0.5002,127.08,126.9,0.5415,125.66,51324,0,6.41
153,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
154,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
155,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
156,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
157,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
158,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
159,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
160,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
161,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
162,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
163,126.57,0.5002,127.15,126.9,0.5415,125.66,51324,0,6.41
