,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,30.18,6.2302,30.27,28.39,1.5477,28.4,130778,0,5.75
1,30.18,6.2302,30.27,28.39,1.5477,28.4,130778,0,5.75
2,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,-2,5.91
3,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,-2,5.91
4,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,-2,5.91
5,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,-2,5.91
6,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,-2,5.91
7,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,0,5.56
8,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,0,5.56
9,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,0,5.56
10,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,0,5.56
11,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,0,5.56
12,30.18,6.2302,30.27,28.39,1.5477,28.4,130776,0,5.56
13,30.18,6.2302,30.27,28.39,1.5477,28.4,130778,2,5.9
14,30.18,6.2302,30.27,28.39,1.5477,28.4,130778,2,5.9
15,30.18,6.2302,30.27,28.39,1.5477,28.4,130778,2,5.9
16,30.18,6.2302,30.27,28.39,1.5477,28.4,130778,2,5.9
17,29.785,-1.3088,30.56,29.92,0.7296,29.44,130791,2,0.65
18,29.755,-1.4082,30.56,29.92,0.7422,29.44,130791,2,0.65
19,29.64,-1.7893,30.56,29.92,0.7589,29.44,130791,0,-1.33
20,29.5591,-2.0573,30.56,29.92,0.7725,29.44,130791,0,-1.33
21,29.52,-2.1869,30.56,29.92,0.7877,29.44,130791,0,-1.33
22,29.49,-2.2863,30.56,29.92,0.8013,29.44,130791,0,-1.33
23,29.515,-2.2034,30.56,29.92,0.8162,29.44,130791,0,-1.33
24,29.505,-2.2366,30.56,29.92,0.8318,29.44,130791,0,-1.33
25,29.635,-1.8058,30.56,29.92,0.8547,29.44,130791,0,-1.62
26,29.705,-1.5739,30.56,29.92,0.8711,29.44,130791,0,-1.62
27,29.665,-1.7064,30.56,29.92,0.9009,29.44,130791,0,-1.62
28,29.685,-1.6402,30.56,29.92,0.9464,29.44,130791,0,-1.62
29,29.8,-1.2591,30.56,29.92,1.0943,29.44,130791,0,-1.62
30,29.8,-1.2591,30.56,29.92,1.0943,29.44,130791,0,-1.62
31,29.8,-1.2591,30.56,29.92,1.0943,29.44,130790,-1,-3.05
32,29.8,-1.2591,30.56,29.92,1.0943,29.44,130790,-1,-3.05
33,29.81,-1.226,30.56,29.92,1.0943,29.44,130790,-1,-3.05
34,29.81,-1.226,30.56,29.92,1.0943,29.44,130790,-1,-3.05
35,29.81,-1.226,30.56,29.92,1.0943,29.44,130790,-1,-3.05
36,29.81,-1.226,30.56,29.92,1.0943,29.44,130790,-1,-3.05
37,29.81,-1.226,30.56,29.92,1.0943,29.44,130790,-1,-3.05
38,29.81,-1.226,30.56,29.92,1.0943,29.44,130791,1,-3.77
39,29.81,-1.226,30.56,29.92,1.0943,29.44,130791,1,-3.77
40,29.81,-1.226,30.56,29.92,1.0943,29.44,130791,1,-3.77
41,29.81,-1.226,30.56,29.92,1.0943,29.44,130791,1,-3.77
42,29.81,-1.226,30.56,29.92,1.0943,29.44,130791,1,-3.77
43,29.81,-1.226,30.56,29.92,1.0943,29.44,130794,3,-4.17
44,29.81,-1.226,30.56,29.92,1.0943,29.44,130794,3,-4.17
45,29.81,-1.226,30.56,29.92,1.0943,29.44,130794,3,-4.17
46,29.81,-1.226,30.56,29.92,1.0943,29.44,130794,3,-4.17
47,29.81,-1.226,30.56,29.92,1.0943,29.44,130794,3,-4.17
48,29.81,-1.226,30.56,29.92,1.0943,29.44,130794,3,-4.17
49,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,1,-4.15
50,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,1,-4.15
51,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,1,-4.15
52,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,1,-4.15
53,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,1,-4.15
54,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,1,-4.15
55,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.25
56,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.25
57,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.25
58,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.25
59,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.25
60,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.25
61,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.36
62,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.36
63,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.36
64,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.36
65,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.36
66,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.36
67,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.46
68,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.46
69,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.46
70,29.81,-1.226,30.56,29.92,1.0943,29.44,130795,0,-4.46
71,29.075,-2.4656,29.9,29.8,0.4857,28.63,130822,-4,0.11
72,29.01,-2.6837,29.9,29.8,0.4978,28.63,130822,-4,0.11
73,29.0874,-2.424,29.9,29.8,0.5106,28.63,130822,0,-0.38
74,29.11,-2.3482,29.9,29.8,0.5244,28.63,130822,0,-0.38
75,29.085,-2.4321,29.9,29.8,0.5358,28.63,130822,0,-0.38
76,29.16,-2.1805,29.9,29.8,0.547,28.63,130822,0,-0.38
