,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,1.724,470.18,469.68,462.72,0.2714,463.3,8030,2,0.0
1,1.789,470.18,469.98,462.72,0.2816,463.3,8030,2,0.0
2,1.9492,471.18,470.72,462.72,0.2909,463.3,8030,0,0.0
3,2.0359,471.28,471.12,462.72,0.3006,463.3,8030,0,0.0
4,2.129,471.55,471.55,462.72,0.3074,463.3,8030,0,0.0
5,1.9947,471.55,470.93,462.72,0.3126,463.3,8030,0,0.0
6,1.9222,471.55,470.595,462.72,0.3223,463.3,8030,0,0.0
7,1.8215,471.55,470.13,462.72,0.3302,463.3,8030,0,0.0
8,2.0142,471.55,471.02,462.72,0.3416,463.3,8031,1,0.0
9,1.7749,471.55,469.915,462.72,0.3595,463.3,8031,1,0.0
10,1.8074,471.55,470.065,462.72,0.3757,463.3,8031,1,0.0
11,1.6287,471.55,469.24,462.72,0.3945,463.3,8031,1,0.0
12,1.6417,471.55,469.3,462.72,0.4395,463.3,8031,1,0.0
13,1.6417,471.55,469.3,462.72,0.4395,463.3,8031,1,0.0
14,1.6417,471.55,469.3,462.72,0.4395,463.3,8031,0,0.0
15,1.6417,471.55,469.3,462.72,0.4395,463.3,8031,0,0.0
16,1.6179,471.55,469.19,462.72,0.4395,463.3,8031,0,0.0
17,1.6179,471.55,469.19,462.72,0.4395,463.3,8031,0,0.0
18,1.6179,471.55,469.19,462.72,0.4395,463.3,8031,0,0.0
19,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
20,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
21,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
22,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
23,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
24,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
25,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
26,1.6179,471.55,469.19,462.65,0.4395,463.3,8031,0,0.0
27,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,3,0.0
28,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,3,0.0
29,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,3,0.0
30,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,3,0.0
31,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,3,0.0
32,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,0,0.0
33,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,0,0.0
34,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,0,0.0
35,1.6179,471.55,469.19,462.65,0.4395,463.3,8034,0,0.0
