,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-7.1008,202.6897,192.7286,192.2,0.7404,199.91,890298,24,-2.2
1,-7.1002,202.6897,192.7299,192.2,0.7576,199.91,890298,24,-2.2
2,-6.8688,202.6897,193.21,192.2,0.7728,199.91,890303,5,-1.72
3,-6.7614,202.6897,193.4328,192.2,0.789,199.91,890303,5,-1.72
4,-6.6181,202.6897,193.73,192.2,0.8037,199.91,890303,5,-1.72
5,-6.4133,202.6897,194.155,192.2,0.822,199.91,890303,5,-1.72
6,-6.3386,202.6897,194.31,192.2,0.8393,199.91,890303,5,-1.72
7,-6.3583,202.6897,194.269,192.2,0.8573,199.91,890303,5,-1.72
8,-6.1723,202.6897,194.655,192.2,0.8699,199.91,890319,16,-1.76
9,-6.3097,202.6897,194.37,192.2,0.8867,199.91,890319,16,-1.76
10,-6.2663,202.6897,194.46,192.2,0.9054,199.91,890319,16,-1.76
11,-6.1506,202.6897,194.7,192.2,0.9215,199.91,890319,16,-1.76
12,-6.1747,202.6897,194.65,192.2,0.9487,199.91,890319,16,-1.76
13,-6.1747,202.6897,194.65,192.2,0.9487,199.91,890319,16,-1.76
14,-6.1747,202.6897,194.65,192.2,0.9487,199.91,890336,17,-1.66
15,-6.1747,202.6897,194.65,192.2,0.9487,199.91,890336,17,-1.66
16,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890336,17,-1.66
17,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890336,17,-1.66
18,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890336,17,-1.66
19,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890336,17,-1.66
20,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890345,9,-1.25
21,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890345,9,-1.25
22,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890345,9,-1.25
23,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890345,9,-1.25
24,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890345,9,-1.25
25,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890345,9,-1.25
26,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890345,9,-1.25
27,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890355,10,-1.07
28,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890355,10,-1.07
29,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890355,10,-1.07
30,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890355,10,-1.07
31,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890355,10,-1.07
32,-6.1168,202.6897,194.77,192.2,0.9487,199.91,890366,11,-0.86
