,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-2.714,96.79,95.35,94.81,0.577,96.695,456499,2,-0.61
1,-2.8779,96.79,95.1894,94.81,0.5854,96.695,456499,2,-0.61
2,-2.7395,96.79,95.325,94.81,0.5925,96.695,456500,1,-1.17
3,-2.5814,96.79,95.48,94.81,0.6021,96.695,456500,1,-1.17
4,-2.2753,96.79,95.78,94.81,0.6144,96.695,456500,1,-1.17
5,-2.1528,96.79,95.9,94.81,0.6263,96.695,456500,1,-1.17
6,-2.163,96.79,95.89,94.81,0.6375,96.695,456500,1,-1.17
7,-1.8876,96.79,96.16,94.81,0.6539,96.695,456500,1,-1.17
8,-2.0151,96.79,96.035,94.81,0.6668,96.695,456505,5,-1.17
9,-1.8774,96.79,96.17,94.81,0.6784,96.695,456505,5,-1.17
10,-1.7753,96.79,96.27,94.81,0.6955,96.695,456505,5,-1.17
11,-1.709,96.79,96.335,94.81,0.7135,96.695,456505,5,-1.17
12,-1.4386,96.79,96.6,94.81,0.7543,96.695,456505,5,-1.17
13,-1.4386,96.79,96.6,94.81,0.7543,96.695,456505,5,-1.17
14,-1.4386,96.79,96.6,94.81,0.7543,96.695,456507,2,-1.42
15,-1.4386,96.79,96.6,94.81,0.7543,96.695,456507,2,-1.42
16,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,2,-1.42
17,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,2,-1.42
18,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,2,-1.42
19,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,2,-1.42
20,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,0,-0.99
21,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,0,-0.99
22,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,0,-0.99
23,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,0,-0.99
24,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,0,-0.99
25,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,0,-0.99
26,-1.4794,96.79,96.56,94.81,0.7543,96.695,456507,0,-0.99
27,-1.4794,96.79,96.56,94.81,0.7543,96.695,456503,-4,-1.06
28,-1.4794,96.79,96.56,94.81,0.7543,96.695,456503,-4,-1.06
29,-1.4794,96.79,96.56,94.81,0.7543,96.695,456503,-4,-1.06
30,-1.4794,96.79,96.56,94.81,0.7543,96.695,456503,-4,-1.06
31,-1.4794,96.79,96.56,94.81,0.7543,96.695,456503,-4,-1.06
32,-1.4794,96.79,96.56,94.81,0.7543,96.695,456499,-4,-0.82
33,-1.4794,96.79,96.56,94.81,0.7543,96.695,456499,-4,-0.82
34,-1.4794,96.79,96.56,94.81,0.7543,96.695,456499,-4,-0.82
35,-1.4794,96.79,96.56,94.81,0.7543,96.695,456499,-4,-0.82
36,-1.4794,96.79,96.56,94.81,0.7543,96.695,456499,-4,-0.82
37,-1.4794,96.79,96.56,94.81,0.7543,96.695,456499,-4,-0.82
38,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,2,-0.6
39,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,2,-0.6
40,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,2,-0.6
41,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,2,-0.6
42,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,2,-0.6
43,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,2,-0.6
44,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,0,-0.2
45,-1.4794,96.79,96.56,94.81,0.7543,96.695,456501,0,-0.2
