,relvolume,percentchange,price,open,high,low,watchers,hourchange,sentiment
0,0.7327,0.0101,98.71,100.43,101.06,97.62,587011,3,-3.46
1,0.7327,0.0101,98.71,100.43,101.06,97.62,587011,0,-3.43
2,0.7327,0.0101,98.71,100.43,101.06,97.62,587011,0,-3.43
3,0.7327,0.0101,98.71,100.43,101.06,97.62,587011,0,-3.43
4,0.7327,0.0101,98.71,100.43,101.06,97.62,587011,0,-3.43
5,0.5286,-1.1853,97.54,98.065,98.13,96.4,587036,2,-3.14
6,0.5359,-1.1549,97.57,98.065,98.13,96.4,587036,2,-3.14
7,0.5459,-0.9422,97.78,98.065,98.13,96.4,587038,2,-2.14
8,0.5555,-0.8662,97.855,98.065,98.13,96.4,587038,2,-2.14
9,0.5705,-0.618,98.1,98.065,98.14,96.4,587038,2,-2.14
10,0.5822,-0.7193,98.0,98.065,98.16,96.4,587038,2,-2.14
11,0.5937,-0.8206,97.9,98.065,98.16,96.4,587038,2,-2.14
12,0.6043,-0.9827,97.74,98.065,98.16,96.4,587038,2,-2.14
13,0.6149,-0.6838,98.035,98.065,98.16,96.4,587040,2,-1.4
14,0.6289,-0.5572,98.16,98.065,98.25,96.4,587040,2,-1.4
15,0.6458,-0.5977,98.12,98.065,98.295,96.4,587040,2,-1.4
16,0.6622,-0.7598,97.96,98.065,98.295,96.4,587040,2,-1.4
17,0.6949,-0.5977,98.12,98.065,98.295,96.4,587040,2,-1.4
18,0.6949,-0.5977,98.12,98.065,98.295,96.4,587040,2,-1.4
19,0.6949,-0.5977,98.12,98.065,98.295,96.4,587041,1,-1.17
20,0.6949,-0.5977,98.12,98.065,98.295,96.4,587041,1,-1.17
21,0.6949,-0.5876,98.13,98.065,98.295,96.4,587041,1,-1.17
22,0.6949,-0.5876,98.13,98.065,98.295,96.4,587041,1,-1.17
23,0.6949,-0.5876,98.13,98.065,98.295,96.4,587041,1,-1.17
24,0.6949,-0.5876,98.13,98.065,98.295,96.4,587041,1,-1.17
25,0.6949,-0.5876,98.13,98.065,98.295,96.4,587042,1,-1.1
26,0.6949,-0.5876,98.13,98.065,98.295,96.4,587042,1,-1.1
27,0.6949,-0.5876,98.13,98.065,98.295,96.4,587042,1,-1.1
28,0.6949,-0.5876,98.13,98.065,98.295,96.4,587042,1,-1.1
29,0.6949,-0.5876,98.13,98.065,98.295,96.4,587042,1,-1.1
30,0.6949,-0.5876,98.13,98.065,98.295,96.4,587042,1,-1.1
31,0.6949,-0.5876,98.13,98.065,98.295,96.4,587044,2,-1.46
32,0.6949,-0.5876,98.13,98.065,98.295,96.4,587044,2,-1.46
33,0.6949,-0.5876,98.13,98.065,98.295,96.4,587044,2,-1.46
34,0.6949,-0.5876,98.13,98.065,98.295,96.4,587044,2,-1.46
35,0.6949,-0.5876,98.13,98.065,98.295,96.4,587044,2,-1.46
36,0.6949,-0.5876,98.13,98.065,98.295,96.4,587044,2,-1.46
37,0.6949,-0.5876,98.13,98.065,98.295,96.4,587048,4,-1.3
38,0.6949,-0.5876,98.13,98.065,98.295,96.4,587048,4,-1.3
39,0.6949,-0.5876,98.13,98.065,98.295,96.4,587048,4,-1.3
40,0.6949,-0.5876,98.13,98.065,98.295,96.4,587048,4,-1.3
41,0.6949,-0.5876,98.13,98.065,98.295,96.4,587048,4,-1.3
42,0.6949,-0.5876,98.13,98.065,98.295,96.4,587048,4,-1.3
43,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,5,-1.0
44,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,5,-1.0
45,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,5,-1.0
46,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,5,-1.0
47,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,5,-1.0
48,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,5,-1.0
49,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,0,-0.92
50,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,0,-0.92
51,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,0,-0.92
52,0.6949,-0.5876,98.13,98.065,98.295,96.4,587053,0,-0.92
