,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,1.0978,5.145,5.065,4.94,0.3807,4.99,412505,-4,0.05
1,1.5469,5.145,5.0875,4.94,0.3864,4.99,412505,-4,0.05
2,1.1976,5.145,5.07,4.94,0.3908,4.99,412504,-1,0.19
3,1.2974,5.145,5.075,4.94,0.3987,4.99,412504,-1,0.19
4,1.6946,5.145,5.0949,4.94,0.4044,4.99,412504,-1,0.19
5,1.497,5.145,5.085,4.94,0.4107,4.99,412504,-1,0.19
6,1.008,5.145,5.0605,4.94,0.4193,4.99,412504,-1,0.19
7,1.0878,5.145,5.0645,4.94,0.4228,4.99,412504,-1,0.19
8,0.3992,5.145,5.03,4.94,0.4318,4.99,412503,-1,0.2
9,0.6986,5.145,5.045,4.94,0.444,4.99,412503,-1,0.2
10,0.8982,5.145,5.055,4.94,0.4592,4.99,412503,-1,0.2
11,0.998,5.145,5.06,4.94,0.4696,4.99,412503,-1,0.2
12,1.2974,5.145,5.075,4.94,0.4861,4.99,412503,-1,0.2
13,1.2974,5.145,5.075,4.94,0.4861,4.99,412503,-1,0.2
14,1.2974,5.145,5.075,4.94,0.4861,4.99,412504,1,0.38
15,1.2974,5.145,5.075,4.94,0.4861,4.99,412504,1,0.38
16,1.996,5.145,5.11,4.94,0.4861,4.99,412504,1,0.38
17,1.996,5.145,5.11,4.94,0.4861,4.99,412504,1,0.38
18,1.996,5.145,5.11,4.94,0.4861,4.99,412504,1,0.38
19,1.996,5.145,5.11,4.94,0.4861,4.99,412504,1,0.38
20,1.996,5.145,5.11,4.94,0.4861,4.99,412500,-4,0.46
21,1.996,5.145,5.11,4.94,0.4861,4.99,412500,-4,0.46
22,1.996,5.145,5.11,4.94,0.4861,4.99,412500,-4,0.46
23,1.996,5.145,5.11,4.94,0.4861,4.99,412500,-4,0.46
24,1.996,5.145,5.11,4.94,0.4861,4.99,412500,-4,0.46
25,1.996,5.145,5.11,4.94,0.4861,4.99,412500,-4,0.46
26,1.996,5.145,5.11,4.94,0.4861,4.99,412500,-4,0.46
27,1.996,5.145,5.11,4.94,0.4861,4.99,412536,36,0.45
28,1.996,5.145,5.11,4.94,0.4861,4.99,412536,36,0.45
29,1.996,5.145,5.11,4.94,0.4861,4.99,412536,36,0.45
30,1.996,5.145,5.11,4.94,0.4861,4.99,412536,36,0.45
31,1.996,5.145,5.11,4.94,0.4861,4.99,412536,36,0.45
32,1.996,5.145,5.11,4.94,0.4861,4.99,412592,56,0.17
33,1.996,5.145,5.11,4.94,0.4861,4.99,412592,56,0.17
34,1.996,5.145,5.11,4.94,0.4861,4.99,412592,56,0.17
35,1.996,5.145,5.11,4.94,0.4861,4.99,412592,56,0.17
36,1.996,5.145,5.11,4.94,0.4861,4.99,412592,56,0.17
37,1.996,5.145,5.11,4.94,0.4861,4.99,412592,56,0.17
38,1.996,5.145,5.11,4.94,0.4861,4.99,412607,15,-0.24
39,1.996,5.145,5.11,4.94,0.4861,4.99,412607,15,-0.24
40,1.996,5.145,5.11,4.94,0.4861,4.99,412607,15,-0.24
41,1.996,5.145,5.11,4.94,0.4861,4.99,412607,15,-0.24
42,1.996,5.145,5.11,4.94,0.4861,4.99,412607,15,-0.24
43,1.996,5.145,5.11,4.94,0.4861,4.99,412607,15,-0.24
44,1.996,5.145,5.11,4.94,0.4861,4.99,412624,17,-0.91
45,1.996,5.145,5.11,4.94,0.4861,4.99,412624,17,-0.91
46,1.996,5.145,5.11,4.94,0.4861,4.99,412624,17,-0.91
47,1.996,5.145,5.11,4.94,0.4861,4.99,412624,17,-0.91
48,1.996,5.145,5.11,4.94,0.4861,4.99,412624,17,-0.91
49,1.996,5.145,5.11,4.94,0.4861,4.99,412624,17,-0.91
50,1.996,5.145,5.11,4.94,0.4861,4.99,412639,15,-1.24
51,1.996,5.145,5.11,4.94,0.4861,4.99,412639,15,-1.24
52,1.996,5.145,5.11,4.94,0.4861,4.99,412639,15,-1.24
53,1.996,5.145,5.11,4.94,0.4861,4.99,412639,15,-1.24
54,-22.9941,4.45,3.935,3.9,2.0327,4.08,412818,17,-3.62
55,-22.9941,4.45,3.935,3.9,2.0456,4.08,412818,17,-3.62
56,-23.1898,4.45,3.925,3.9,2.0599,4.08,412828,10,-3.84
57,-23.3855,4.45,3.915,3.9,2.0885,4.08,412828,10,-3.84
58,-23.2877,4.45,3.92,3.9,2.102,4.08,412828,10,-3.84
59,-23.5812,4.45,3.905,3.9,2.1368,4.08,412828,10,-3.84
60,-23.865,4.45,3.8905,3.89,2.1806,4.08,412828,10,-3.84
61,-23.9726,4.45,3.885,3.88,2.2133,4.08,412828,10,-3.84
62,-23.5812,4.45,3.905,3.88,2.263,4.08,412833,5,-4.8
63,-23.5127,4.45,3.9085,3.88,2.2992,4.08,412833,5,-4.8
64,-23.7769,4.45,3.895,3.88,2.3348,4.08,412833,5,-4.8
65,-23.9726,4.45,3.885,3.88,2.3693,4.08,412833,5,-4.8
66,-23.7769,4.45,3.895,3.88,2.4701,4.08,412833,5,-4.8
67,-23.7769,4.45,3.895,3.88,2.4701,4.08,412833,5,-4.8
68,-23.7769,4.45,3.895,3.88,2.4701,4.08,412830,-3,-5.44
69,-23.7769,4.45,3.895,3.88,2.4701,4.08,412830,-3,-5.44
70,-23.4834,4.45,3.91,3.88,2.4701,4.08,412830,-3,-5.44
71,-23.4834,4.45,3.91,3.88,2.4701,4.08,412830,-3,-5.44
72,-23.4834,4.45,3.91,3.88,2.4701,4.08,412830,-3,-5.44
73,-23.4834,4.45,3.91,3.88,2.4701,4.08,412830,-3,-5.44
74,-23.4834,4.45,3.91,3.88,2.4701,4.08,412831,1,-5.68
75,-23.4834,4.45,3.91,3.88,2.4701,4.08,412831,1,-5.68
76,-23.4834,4.45,3.91,3.88,2.4701,4.08,412831,1,-5.68
77,-23.4834,4.45,3.91,3.88,2.4701,4.08,412831,1,-5.68
78,-23.4834,4.45,3.91,3.88,2.4701,4.08,412831,1,-5.68
79,-23.4834,4.45,3.91,3.88,2.4701,4.08,412831,1,-5.68
80,-23.4834,4.45,3.91,3.88,2.4701,4.08,412839,8,-5.55
81,-23.4834,4.45,3.91,3.88,2.4701,4.08,412839,8,-5.55
82,-23.4834,4.45,3.91,3.88,2.4701,4.08,412839,8,-5.55
83,-23.4834,4.45,3.91,3.88,2.4701,4.08,412839,8,-5.55
84,-23.4834,4.45,3.91,3.88,2.4701,4.08,412839,8,-5.55
85,-23.4834,4.45,3.91,3.88,2.4701,4.08,412839,8,-5.55
86,-23.4834,4.45,3.91,3.88,2.4701,4.08,412843,4,-5.39
87,-23.4834,4.45,3.91,3.88,2.4701,4.08,412843,4,-5.39
88,-23.4834,4.45,3.91,3.88,2.4701,4.08,412843,4,-5.39
89,-23.4834,4.45,3.91,3.88,2.4701,4.08,412843,4,-5.39
90,-23.4834,4.45,3.91,3.88,2.4701,4.08,412843,4,-5.39
91,-23.4834,4.45,3.91,3.88,2.4701,4.08,412843,4,-5.39
92,-23.4834,4.45,3.91,3.88,2.4701,4.08,412848,5,-5.39
93,-23.4834,4.45,3.91,3.88,2.4701,4.08,412848,5,-5.39
94,-23.4834,4.45,3.91,3.88,2.4701,4.08,412848,5,-5.39
95,-23.4834,4.45,3.91,3.88,2.4701,4.08,412848,5,-5.39
96,-23.4834,4.45,3.91,3.88,2.4701,4.08,412848,5,-5.39
97,-23.4834,4.45,3.91,3.88,2.4701,4.08,412848,5,-5.39
98,-23.4834,4.45,3.91,3.88,2.4701,4.08,412860,12,-4.34
99,-23.4834,4.45,3.91,3.88,2.4701,4.08,412860,12,-4.34
100,-23.4834,4.45,3.91,3.88,2.4701,4.08,412860,12,-4.34
101,-23.4834,4.45,3.91,3.88,2.4701,4.08,412860,12,-4.34
102,-23.4834,4.45,3.91,3.88,2.4701,4.08,412860,12,-4.34
103,-23.4834,4.45,3.91,3.88,2.4701,4.08,412860,12,-4.34
104,-23.4834,4.45,3.91,3.88,2.4701,4.08,412856,-4,-4.15
105,-23.4834,4.45,3.91,3.88,2.4701,4.08,412856,-4,-4.15
106,-23.4834,4.45,3.91,3.88,2.4701,4.08,412856,-4,-4.15
107,-23.4834,4.45,3.91,3.88,2.4701,4.08,412856,-4,-4.15
108,2.3018,4.09,4.0,3.94,0.5456,4.07,412895,1,-2.85
109,2.4297,4.09,4.005,3.94,0.5478,4.07,412895,1,-2.85
110,2.5575,4.09,4.01,3.94,0.5546,4.07,412889,-6,-2.65
111,2.4297,4.09,4.005,3.94,0.5582,4.07,412889,-6,-2.65
112,3.2225,4.09,4.036,3.94,0.573,4.07,412889,-6,-2.65
113,2.9182,4.09,4.0241,3.94,0.5871,4.07,412889,-6,-2.65
114,2.9412,4.09,4.025,3.94,0.592,4.07,412889,-6,-2.65
115,2.1739,4.09,3.995,3.94,0.6055,4.07,412889,-6,-2.65
116,2.4297,4.09,4.005,3.94,0.6266,4.07,412889,0,-1.9
117,2.4297,4.09,4.005,3.94,0.6399,4.07,412889,0,-1.9
118,2.6854,4.09,4.015,3.94,0.6591,4.07,412889,0,-1.9
119,2.6854,4.09,4.015,3.94,0.6716,4.07,412889,0,-1.9
120,3.0921,4.09,4.0309,3.94,0.7224,4.07,412889,0,-1.9
121,3.0921,4.09,4.0309,3.94,0.7224,4.07,412889,0,-1.9
122,3.0921,4.09,4.0309,3.94,0.7224,4.07,412890,1,-1.18
123,3.0921,4.09,4.0309,3.94,0.7224,4.07,412890,1,-1.18
124,3.5806,4.09,4.05,3.94,0.7224,4.07,412890,1,-1.18
125,3.5806,4.09,4.05,3.94,0.7224,4.07,412890,1,-1.18
126,3.5806,4.09,4.05,3.94,0.7224,4.07,412890,1,-1.18
127,3.5806,4.09,4.05,3.94,0.7224,4.07,412890,1,-1.18
128,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,-7,-0.81
129,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,-7,-0.81
130,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,-7,-0.81
131,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,-7,-0.81
132,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,-7,-0.81
133,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,-7,-0.81
134,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,0,-0.55
135,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,0,-0.55
136,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,0,-0.55
137,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,0,-0.55
138,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,0,-0.55
139,3.5806,4.09,4.05,3.94,0.7224,4.07,412883,0,-0.55
140,3.5806,4.09,4.05,3.94,0.7224,4.07,412887,4,-0.73
141,3.5806,4.09,4.05,3.94,0.7224,4.07,412887,4,-0.73
142,3.5806,4.09,4.05,3.94,0.7224,4.07,412887,4,-0.73
143,3.5806,4.09,4.05,3.94,0.7224,4.07,412887,4,-0.73
144,3.5806,4.09,4.05,3.94,0.7224,4.07,412887,4,-0.73
145,3.5806,4.09,4.05,3.94,0.7224,4.07,412887,4,-0.73
146,3.5806,4.09,4.05,3.94,0.7224,4.07,412892,5,-0.71
147,3.5806,4.09,4.05,3.94,0.7224,4.07,412892,5,-0.71
148,3.5806,4.09,4.05,3.94,0.7224,4.07,412892,5,-0.71
149,3.5806,4.09,4.05,3.94,0.7224,4.07,412892,5,-0.71
150,3.5806,4.09,4.05,3.94,0.7224,4.07,412892,5,-0.71
151,3.5806,4.09,4.05,3.94,0.7224,4.07,412892,5,-0.71
152,3.5806,4.09,4.05,3.94,0.7224,4.07,412899,7,-0.47
153,3.5806,4.09,4.05,3.94,0.7224,4.07,412899,7,-0.47
154,3.5806,4.09,4.05,3.94,0.7224,4.07,412899,7,-0.47
155,3.5806,4.09,4.05,3.94,0.7224,4.07,412899,7,-0.47
156,3.5806,4.09,4.05,3.94,0.7224,4.07,412899,7,-0.47
157,3.5806,4.09,4.05,3.94,0.7224,4.07,412899,7,-0.47
158,3.5806,4.09,4.05,3.94,0.7224,4.07,412901,2,-0.22
159,3.5806,4.09,4.05,3.94,0.7224,4.07,412901,2,-0.22
160,3.5806,4.09,4.05,3.94,0.7224,4.07,412901,2,-0.22
161,3.5806,4.09,4.05,3.94,0.7224,4.07,412901,2,-0.22
