,percentchange,high,price,low,relvolume,open,watchers,hourchange,sentiment
0,-0.1381,131.43,130.13,129.41,0.4194,129.91,82510,-1,4.05
1,0.0153,131.43,130.33,129.41,0.4314,129.91,82510,-1,4.05
2,-0.023,131.43,130.28,129.41,0.4423,129.91,82510,0,4.02
3,-0.0691,131.43,130.22,129.41,0.4515,129.91,82510,0,4.02
4,-0.0384,131.43,130.26,129.41,0.4643,129.91,82510,0,4.02
5,-0.0153,131.43,130.29,129.41,0.4732,129.91,82510,0,4.02
6,-0.0192,131.43,130.285,129.41,0.4796,129.91,82510,0,4.02
7,-0.0371,131.43,130.2617,129.41,0.4895,129.91,82510,0,4.02
8,0.0229,131.43,130.3399,129.41,0.4985,129.91,82511,1,4.35
9,0.0921,131.43,130.43,129.41,0.5092,129.91,82511,1,4.35
10,0.0307,131.43,130.35,129.41,0.522,129.91,82511,1,4.35
11,-0.0691,131.43,130.22,129.41,0.5393,129.91,82511,1,4.35
12,-0.0998,131.43,130.18,129.41,0.5897,129.91,82511,1,4.35
13,-0.0998,131.43,130.18,129.41,0.5897,129.91,82511,1,4.35
14,-0.0998,131.43,130.18,129.41,0.5897,129.91,82515,4,3.75
15,-0.0998,131.43,130.18,129.41,0.5897,129.91,82515,4,3.75
16,-0.1151,131.43,130.16,129.41,0.5897,129.91,82515,4,3.75
17,-0.1151,131.43,130.16,129.41,0.5897,129.91,82515,4,3.75
18,-0.1151,131.43,130.16,129.41,0.5897,129.91,82515,4,3.75
19,-0.1151,131.43,130.16,129.41,0.5897,129.91,82515,4,3.75
20,-0.1151,131.43,130.16,129.41,0.5897,129.91,82515,0,4.44
21,-0.1151,131.43,130.16,129.41,0.5897,129.91,82515,0,4.44
22,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,4.44
23,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,4.44
24,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,4.44
25,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,4.44
26,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,4.44
27,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,3.34
28,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,3.34
29,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,3.34
30,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,3.34
31,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,3.34
32,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.75
33,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.75
34,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.75
35,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.75
36,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.75
37,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.75
38,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.48
39,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.48
40,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.48
41,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.48
42,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.48
43,-0.1151,131.44,130.16,129.41,0.5897,129.91,82515,0,2.48
44,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,2,2.86
45,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,2,2.86
46,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,2,2.86
47,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,2,2.86
48,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,2,2.86
49,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,2,2.86
50,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,0,3.31
51,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,0,3.31
52,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,0,3.31
53,-0.1151,131.44,130.16,129.41,0.5897,129.91,82517,0,3.31
54,-1.4982,130.57,128.21,127.41,0.5016,130.5,82527,1,3.42
55,-1.5673,130.57,128.12,127.41,0.5121,130.5,82527,1,3.42
56,-1.6403,130.57,128.025,127.41,0.5207,130.5,82528,1,3.09
57,-1.84,130.57,127.765,127.41,0.5328,130.5,82528,1,3.09
58,-1.6749,130.57,127.98,127.41,0.5447,130.5,82528,1,3.09
59,-1.6892,130.57,127.9613,127.41,0.5547,130.5,82528,1,3.09
60,-1.7369,130.57,127.8992,127.41,0.5668,130.5,82528,1,3.09
61,-1.6441,130.57,128.02,127.41,0.5798,130.5,82528,1,3.09
62,-1.5058,130.57,128.2,127.41,0.5918,130.5,82529,1,5.41
63,-1.6134,130.57,128.06,127.41,0.6056,130.5,82529,1,5.41
64,-1.5174,130.57,128.185,127.41,0.6246,130.5,82529,1,5.41
65,-1.5865,130.57,128.095,127.41,0.646,130.5,82529,1,5.41
66,-1.3519,130.57,128.4004,127.41,0.702,130.5,82529,1,5.41
67,-1.3519,130.57,128.4004,127.41,0.702,130.5,82529,1,5.41
68,-1.3519,130.57,128.4004,127.41,0.702,130.5,82527,-2,5.61
69,-1.3519,130.57,128.4004,127.41,0.702,130.5,82527,-2,5.61
70,-1.3368,130.59,128.42,127.41,0.702,130.5,82527,-2,5.61
71,-1.3368,130.59,128.42,127.41,0.702,130.5,82527,-2,5.61
72,-1.3368,130.57,128.42,127.41,0.702,130.5,82527,-2,5.61
73,-1.3368,130.57,128.42,127.41,0.702,130.5,82527,-2,5.61
74,-1.3368,130.57,128.42,127.41,0.702,130.5,82526,-1,6.54
75,-1.3368,130.57,128.42,127.41,0.702,130.5,82526,-1,6.54
76,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-1,6.54
77,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-1,6.54
78,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-1,6.54
79,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-1,6.54
80,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,6.95
81,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,6.95
82,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,6.95
83,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,6.95
84,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,6.95
85,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,6.95
86,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,7.86
87,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,7.86
88,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,7.86
89,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,7.86
90,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,7.86
91,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,7.86
92,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-2,7.52
93,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-2,7.52
94,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-2,7.52
95,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-2,7.52
96,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-2,7.52
97,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,-2,7.52
98,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,8.08
99,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,8.08
100,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,8.08
101,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,8.08
102,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,8.08
103,-1.3368,130.59,128.42,127.41,0.702,130.5,82526,0,8.08
104,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,8.1
105,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,8.1
106,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,8.1
107,-1.3368,130.59,128.42,127.41,0.702,130.5,82528,2,8.1
108,-0.0628,128.14,127.34,126.46,0.4037,126.8,82522,-2,8.7
109,0.0463,128.14,127.479,126.46,0.4165,126.8,82522,-2,8.7
110,0.2511,128.14,127.74,126.46,0.4313,126.8,82526,4,5.76
111,0.0,128.14,127.42,126.46,0.4397,126.8,82526,4,5.76
112,0.2276,128.14,127.71,126.46,0.4535,126.8,82526,4,5.76
113,0.0392,128.14,127.47,126.46,0.4661,126.8,82526,4,5.76
114,0.1295,128.14,127.585,126.46,0.4741,126.8,82526,4,5.76
115,0.1177,128.14,127.57,126.46,0.5046,126.8,82526,4,5.76
116,0.1492,128.14,127.6101,126.46,0.5157,126.8,82526,0,3.17
117,0.2119,128.14,127.69,126.46,0.527,126.8,82526,0,3.17
118,0.2825,128.14,127.78,126.46,0.5429,126.8,82526,0,3.17
119,0.1315,128.14,127.5875,126.46,0.5602,126.8,82526,0,3.17
120,0.1177,128.14,127.57,126.46,0.609,126.8,82526,0,3.17
121,0.1177,128.14,127.57,126.46,0.609,126.8,82526,0,3.17
122,0.1177,128.14,127.57,126.46,0.609,126.8,82526,0,3.59
123,0.1177,128.14,127.57,126.46,0.609,126.8,82526,0,3.59
124,0.1491,128.15,127.61,126.46,0.609,126.8,82526,0,3.59
125,0.1491,128.15,127.61,126.46,0.609,126.8,82526,0,3.59
126,0.1491,128.15,127.61,126.46,0.609,126.8,82526,0,3.59
127,0.1491,128.14,127.61,126.46,0.609,126.8,82526,0,3.59
128,0.1491,128.14,127.61,126.46,0.609,126.8,82525,-1,0.4
129,0.1491,128.14,127.61,126.46,0.609,126.8,82525,-1,0.4
130,0.1491,128.15,127.61,126.46,0.609,126.8,82525,-1,0.4
131,0.1491,128.15,127.61,126.46,0.609,126.8,82525,-1,0.4
132,0.1491,128.15,127.61,126.46,0.609,126.8,82525,-1,0.4
133,0.1491,128.15,127.61,126.46,0.609,126.8,82525,-1,0.4
134,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.27
135,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.27
136,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.27
137,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.27
138,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.27
139,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.27
140,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.35
141,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.35
142,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.35
143,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.35
144,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.35
145,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,0.35
146,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,-0.04
147,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,-0.04
148,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,-0.04
149,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,-0.04
150,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,-0.04
151,0.1491,128.15,127.61,126.46,0.609,126.8,82525,0,-0.04
152,0.1491,128.15,127.61,126.46,0.609,126.8,82526,1,-2.03
153,0.1491,128.15,127.61,126.46,0.609,126.8,82526,1,-2.03
154,0.1491,128.15,127.61,126.46,0.609,126.8,82526,1,-2.03
155,0.1491,128.15,127.61,126.46,0.609,126.8,82526,1,-2.03
156,0.1491,128.15,127.61,126.46,0.609,126.8,82526,1,-2.03
157,0.1491,128.15,127.61,126.46,0.609,126.8,82526,1,-2.03
158,0.1491,128.15,127.61,126.46,0.609,126.8,82526,0,-1.72
159,0.1491,128.15,127.61,126.46,0.609,126.8,82526,0,-1.72
160,0.1491,128.15,127.61,126.46,0.609,126.8,82526,0,-1.72
161,0.1491,128.15,127.61,126.46,0.609,126.8,82526,0,-1.72
