,price,percentchange,high,open,relvolume,low,watchers,hourchange,sentiment
0,201.1,-2.2648,205.58,204.92,0.7833,198.28,36992,-1,-0.79
1,201.1,-2.2648,205.58,204.92,0.7833,198.28,36992,-1,-0.79
2,201.1,-2.2648,205.58,204.92,0.7833,198.28,36993,1,-0.79
3,201.1,-2.2648,205.58,204.92,0.7833,198.28,36993,1,-0.79
4,201.1,-2.2648,205.58,204.92,0.7833,198.28,36993,1,-0.79
5,201.1,-2.2648,205.58,204.92,0.7833,198.28,36993,1,-0.79
6,201.1,-2.2648,205.58,204.92,0.7833,198.28,36993,1,-0.79
7,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,4,-0.93
8,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,4,-0.93
9,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,4,-0.93
10,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,4,-0.93
11,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,4,-0.93
12,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,4,-0.93
13,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,0,-0.87
14,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,0,-0.87
15,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,0,-0.87
16,201.1,-2.2648,205.58,204.92,0.7833,198.28,36997,0,-0.87
17,184.875,-8.0681,200.7,200.7,1.2184,181.55,37055,27,-3.1
18,183.06,-8.9707,200.7,200.7,1.2594,181.55,37055,27,-3.1
19,182.01,-9.4928,200.7,200.7,1.3005,181.55,37072,17,-3.95
20,182.8999,-9.0503,200.7,200.7,1.3224,181.55,37072,17,-3.95
21,182.915,-9.0428,200.7,200.7,1.3531,181.55,37072,17,-3.95
22,183.57,-8.7171,200.7,200.7,1.3797,181.55,37072,17,-3.95
23,182.83,-9.085,200.7,200.7,1.4145,181.55,37072,17,-3.95
24,182.51,-9.2442,200.7,200.7,1.4429,181.55,37072,17,-3.95
25,182.83,-9.085,200.7,200.7,1.4693,181.55,37086,14,-4.65
26,183.68,-8.6624,200.7,200.7,1.4977,181.55,37086,14,-4.65
27,183.22,-8.8911,200.7,200.7,1.5275,181.55,37086,14,-4.65
28,182.505,-9.2466,200.7,200.7,1.5682,181.55,37086,14,-4.65
29,183.57,-8.7171,200.7,200.7,1.684,181.55,37086,14,-4.65
30,183.57,-8.7171,200.7,200.7,1.684,181.55,37086,14,-4.65
31,183.57,-8.7171,200.7,200.7,1.684,181.55,37095,9,-3.83
32,183.57,-8.7171,200.7,200.7,1.684,181.55,37095,9,-3.83
33,183.64,-8.6822,200.7,200.7,1.684,181.55,37095,9,-3.83
34,183.64,-8.6822,200.7,200.7,1.684,181.55,37095,9,-3.83
35,183.64,-8.6822,200.7,200.7,1.684,181.55,37095,9,-3.83
36,183.64,-8.6822,200.7,200.7,1.684,181.55,37095,9,-3.83
37,183.64,-8.6822,200.7,200.7,1.684,181.55,37095,9,-3.83
38,183.64,-8.6822,200.7,200.7,1.684,181.55,37109,14,-3.31
39,183.64,-8.6822,200.7,200.7,1.684,181.55,37109,14,-3.31
40,183.64,-8.6822,200.7,200.7,1.684,181.55,37109,14,-3.31
41,183.64,-8.6822,200.7,200.7,1.684,181.55,37109,14,-3.31
42,183.64,-8.6822,200.7,200.7,1.684,181.55,37109,14,-3.31
43,183.64,-8.6822,200.7,200.7,1.684,181.55,37113,4,-3.33
44,183.64,-8.6822,200.7,200.7,1.684,181.55,37113,4,-3.33
45,183.64,-8.6822,200.7,200.7,1.684,181.55,37113,4,-3.33
46,183.64,-8.6822,200.7,200.7,1.684,181.55,37113,4,-3.33
47,183.64,-8.6822,200.7,200.7,1.684,181.55,37113,4,-3.33
48,183.64,-8.6822,200.7,200.7,1.684,181.55,37113,4,-3.33
49,183.64,-8.6822,200.7,200.7,1.684,181.55,37117,4,-3.02
50,183.64,-8.6822,200.7,200.7,1.684,181.55,37117,4,-3.02
51,183.64,-8.6822,200.7,200.7,1.684,181.55,37117,4,-3.02
52,183.64,-8.6822,200.7,200.7,1.684,181.55,37117,4,-3.02
53,183.64,-8.6822,200.7,200.7,1.684,181.55,37117,4,-3.02
54,183.64,-8.6822,200.7,200.7,1.684,181.55,37117,4,-3.02
55,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,6,-3.29
56,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,6,-3.29
57,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,6,-3.29
58,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,6,-3.29
59,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,6,-3.29
60,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,6,-3.29
61,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,0,-3.44
62,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,0,-3.44
63,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,0,-3.44
64,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,0,-3.44
65,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,0,-3.44
66,183.64,-8.6822,200.7,200.7,1.684,181.55,37123,0,-3.44
67,183.64,-8.6822,200.7,200.7,1.684,181.55,37125,2,-3.48
68,183.64,-8.6822,200.7,200.7,1.684,181.55,37125,2,-3.48
69,183.64,-8.6822,200.7,200.7,1.684,181.55,37125,2,-3.48
70,183.64,-8.6822,200.7,200.7,1.684,181.55,37125,2,-3.48
71,192.93,5.0588,196.88,189.59,0.9127,185.2,37204,3,0.84
72,192.0433,4.576,196.88,189.59,0.9236,185.2,37204,3,0.84
73,191.955,4.5279,196.88,189.59,0.9415,185.2,37207,3,0.71
74,192.6,4.8791,196.88,189.59,0.9592,185.2,37207,3,0.71
75,192.69,4.9281,196.88,189.59,0.9695,185.2,37207,3,0.71
76,192.35,4.743,196.88,189.59,0.9806,185.2,37207,3,0.71
77,191.94,4.5197,196.88,189.59,0.998,185.2,37207,3,0.71
78,192.01,4.5578,196.88,189.59,1.0128,185.2,37207,3,0.71
79,192.21,4.6667,196.88,189.59,1.0323,185.2,37203,-4,0.93
80,192.615,4.8873,196.88,189.59,1.0508,185.2,37203,-4,0.93
81,192.27,4.6994,196.88,189.59,1.0793,185.2,37203,-4,0.93
82,192.3,4.7157,196.88,189.59,1.1011,185.2,37203,-4,0.93
83,192.56,4.8573,196.88,189.59,1.1646,185.2,37203,-4,0.93
84,192.56,4.8573,196.88,189.59,1.1646,185.2,37203,-4,0.93
85,192.56,4.8573,196.88,189.59,1.1646,185.2,37206,3,0.99
86,192.56,4.8573,196.88,189.59,1.1646,185.2,37206,3,0.99
87,192.51,4.8301,196.88,189.59,1.1646,185.2,37206,3,0.99
88,192.51,4.8301,196.88,189.59,1.1646,185.2,37206,3,0.99
89,192.51,4.8301,196.88,189.59,1.1646,185.2,37206,3,0.99
90,192.51,4.8301,196.88,189.59,1.1646,185.2,37206,3,0.99
91,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,3,1.18
92,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,3,1.18
93,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,3,1.18
94,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,3,1.18
95,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,3,1.18
96,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,3,1.18
97,192.51,4.8301,196.88,189.59,1.1646,185.2,37212,3,1.32
98,192.51,4.8301,196.88,189.59,1.1646,185.2,37212,3,1.32
99,192.51,4.8301,196.88,189.59,1.1646,185.2,37212,3,1.32
100,192.51,4.8301,196.88,189.59,1.1646,185.2,37212,3,1.32
101,192.51,4.8301,196.88,189.59,1.1646,185.2,37212,3,1.32
102,192.51,4.8301,196.88,189.59,1.1646,185.2,37212,3,1.32
103,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,-3,1.58
104,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,-3,1.58
105,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,-3,1.58
106,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,-3,1.58
107,192.51,4.8301,196.88,189.59,1.1646,185.2,37209,-3,1.58
