,relvolume,percentchange,price,open,high,low,watchers,hourchange,sentiment
0,0.672,-0.949,8.35,8.63,9.47,7.87,23440,0,0.07
1,0.672,-0.949,8.35,8.63,9.47,7.87,23438,-2,0.07
2,0.672,-0.949,8.35,8.63,9.47,7.87,23438,-2,0.07
3,0.672,-0.949,8.35,8.63,9.47,7.87,23438,-2,0.07
4,0.672,-0.949,8.35,8.63,9.47,7.87,23438,-2,0.07
5,0.2101,-2.4551,8.145,8.18,8.47,7.95,23424,-2,-1.54
6,0.213,-2.3952,8.15,8.18,8.47,7.95,23424,-2,-1.54
7,0.2167,-1.9162,8.19,8.18,8.47,7.95,23423,-1,-1.62
8,0.2184,-2.0958,8.175,8.18,8.47,7.95,23423,-1,-1.62
9,0.2209,-1.6168,8.215,8.18,8.47,7.95,23423,-1,-1.62
10,0.2261,-1.6168,8.215,8.18,8.47,7.95,23423,-1,-1.62
11,0.23,-2.515,8.14,8.18,8.47,7.95,23423,-1,-1.62
12,0.2321,-2.515,8.14,8.18,8.47,7.95,23423,-1,-1.62
13,0.2374,-2.0359,8.18,8.18,8.47,7.95,23423,0,-1.35
14,0.2429,-1.1976,8.25,8.18,8.47,7.95,23423,0,-1.35
15,0.2511,-1.018,8.265,8.18,8.47,7.95,23423,0,-1.35
16,0.2566,-1.4371,8.23,8.18,8.47,7.95,23423,0,-1.35
17,0.2716,-1.5569,8.22,8.18,8.47,7.95,23423,0,-1.35
18,0.2716,-1.5569,8.22,8.18,8.47,7.95,23423,0,-1.35
19,0.2716,-1.5569,8.22,8.18,8.47,7.95,23423,0,-0.9
20,0.2716,-1.5569,8.22,8.18,8.47,7.95,23423,0,-0.9
21,0.2716,-1.9162,8.19,8.18,8.47,7.95,23423,0,-0.9
22,0.2716,-1.9162,8.19,8.18,8.47,7.95,23423,0,-0.9
23,0.2716,-1.9162,8.19,8.18,8.47,7.95,23423,0,-0.9
24,0.2716,-1.9162,8.19,8.18,8.47,7.95,23423,0,-0.9
25,0.2716,-1.9162,8.19,8.18,8.47,7.95,23419,-4,-0.9
26,0.2716,-1.9162,8.19,8.18,8.47,7.95,23419,-4,-0.9
27,0.2716,-1.9162,8.19,8.18,8.47,7.95,23419,-4,-0.9
28,0.2716,-1.9162,8.19,8.18,8.47,7.95,23419,-4,-0.9
29,0.2716,-1.9162,8.19,8.18,8.47,7.95,23419,-4,-0.9
30,0.2716,-1.9162,8.19,8.18,8.47,7.95,23419,-4,-0.9
31,0.2716,-1.9162,8.19,8.18,8.47,7.95,23420,1,-0.69
32,0.2716,-1.9162,8.19,8.18,8.47,7.95,23420,1,-0.69
33,0.2716,-1.9162,8.19,8.18,8.47,7.95,23420,1,-0.69
34,0.2716,-1.9162,8.19,8.18,8.47,7.95,23420,1,-0.69
35,0.2716,-1.9162,8.19,8.18,8.47,7.95,23420,1,-0.69
36,0.2716,-1.9162,8.19,8.18,8.47,7.95,23420,1,-0.69
37,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,-3,-0.7
38,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,-3,-0.7
39,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,-3,-0.7
40,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,-3,-0.7
41,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,-3,-0.7
42,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,-3,-0.7
43,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.49
44,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.49
45,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.49
46,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.49
47,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.49
48,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.49
49,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.45
50,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.45
51,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.45
52,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.45
53,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.45
54,0.2716,-1.9162,8.19,8.18,8.47,7.95,23417,0,-0.45
55,0.2716,-1.9162,8.19,8.18,8.47,7.95,23415,-2,-0.45
56,0.2716,-1.9162,8.19,8.18,8.47,7.95,23415,-2,-0.45
57,0.2716,-1.9162,8.19,8.18,8.47,7.95,23415,-2,-0.45
58,0.2716,-1.9162,8.19,8.18,8.47,7.95,23415,-2,-0.45
59,0.203,-5.9219,7.705,8.35,8.3686,7.57,23426,2,-0.77
60,0.2056,-6.5934,7.65,8.35,8.3686,7.57,23426,2,-0.77
61,0.2074,-6.1661,7.685,8.35,8.3686,7.57,23422,-4,-0.56
62,0.21,-5.8608,7.71,8.35,8.3686,7.57,23422,-4,-0.56
63,0.2151,-4.9451,7.785,8.35,8.3686,7.57,23422,-4,-0.56
64,0.2182,-5.2503,7.76,8.35,8.3686,7.57,23422,-4,-0.56
65,0.2198,-5.1893,7.765,8.35,8.3686,7.57,23422,-4,-0.56
66,0.2234,-5.1893,7.765,8.35,8.3686,7.57,23422,-4,-0.56
67,0.2265,-5.2503,7.76,8.35,8.3686,7.57,23419,-3,-0.54
68,0.2309,-5.0672,7.775,8.35,8.3686,7.57,23419,-3,-0.54
69,0.2366,-5.4335,7.745,8.35,8.3686,7.57,23419,-3,-0.54
70,0.2425,-6.4713,7.66,8.35,8.3686,7.57,23419,-3,-0.54
71,0.2612,-6.8632,7.6279,8.35,8.3686,7.57,23419,-3,-0.54
72,0.2612,-6.8632,7.6279,8.35,8.3686,7.57,23419,-3,-0.54
73,0.2612,-6.8632,7.6279,8.35,8.3686,7.57,23419,0,-0.54
74,0.2612,-6.8632,7.6279,8.35,8.3686,7.57,23419,0,-0.54
75,0.2612,-6.9597,7.62,8.35,8.445,7.57,23419,0,-0.54
76,0.2612,-6.9597,7.62,8.35,8.445,7.57,23419,0,-0.54
77,0.2612,-6.9597,7.62,8.35,8.445,7.57,23419,0,-0.54
78,0.2612,-6.9597,7.62,8.35,8.445,7.57,23419,0,-0.54
79,0.2612,-6.9597,7.62,8.35,8.445,7.57,23415,-4,-0.55
80,0.2612,-6.9597,7.62,8.35,8.445,7.57,23415,-4,-0.55
81,0.2612,-6.9597,7.62,8.35,8.445,7.57,23415,-4,-0.55
82,0.2612,-6.9597,7.62,8.35,8.445,7.57,23415,-4,-0.55
83,0.2612,-6.9597,7.62,8.35,8.445,7.57,23415,-4,-0.55
84,0.2612,-6.9597,7.62,8.35,8.445,7.57,23415,-4,-0.55
85,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-4,-0.74
86,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-4,-0.74
87,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-4,-0.74
88,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-4,-0.74
89,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-4,-0.74
90,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-4,-0.74
91,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,0,-0.62
92,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,0,-0.62
93,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,0,-0.62
94,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,0,-0.62
95,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,0,-0.62
96,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,0,-0.62
97,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,1,-0.26
98,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,1,-0.26
99,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,1,-0.26
100,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,1,-0.26
101,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,1,-0.26
102,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,1,-0.26
103,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,0,-0.39
104,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,0,-0.39
105,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,0,-0.39
106,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,0,-0.39
107,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,0,-0.39
108,0.2612,-6.9597,7.62,8.35,8.445,7.57,23412,0,-0.39
109,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-1,-0.56
110,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-1,-0.56
111,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-1,-0.56
112,0.2612,-6.9597,7.62,8.35,8.445,7.57,23411,-1,-0.56
113,0.1652,-3.8714,7.325,7.57,7.72,7.22,23394,-4,0.02
114,0.1702,-3.2152,7.375,7.57,7.72,7.22,23394,-4,0.02
