Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,MACD,RSI
2022-01-24,301.586669921875,311.1700134277344,283.8233337402344,310.0,310.0,151565700,346.085948399135,345.2076325732489,,20.293658904453835
2022-01-25,304.7333374023437,317.086669921875,301.07000732421875,306.1333312988281,306.1333312988281,86595900,340.58142525809154,339.99772573665945,,19.43461186818408
2022-01-26,317.4766540527344,329.2300109863281,302.0,312.4700012207031,312.4700012207031,104867400,336.9930921282088,336.3273624678653,,25.03506973483283
2022-01-27,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,276.3666687011719,147109500,331.3835688999721,328.3326032989729,,17.549671484999337
2022-01-28,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,282.1166687011719,134789100,327.0833304268973,322.1704786859328,,21.57169117928485
2022-01-31,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,312.239990234375,104436000,324.19285365513394,320.8464135590584,,38.49795345871928
2022-02-01,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,310.4166564941406,73138200,321.0226157052176,319.45577928373604,,37.96387295846248
2022-02-02,309.3933410644531,310.5,296.4700012207031,301.8866577148437,301.8866577148437,66792900,316.24737766810824,317.1132297412171,,35.483788106863145
2022-02-03,294.0,312.3333435058594,293.50665283203125,297.0466613769531,297.0466613769531,78855600,312.904044015067,314.43768729264855,,34.12169325911857
2022-02-04,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,307.7733459472656,73625400,309.8971405029297,313.5491084465976,,39.65078922879712
2022-02-07,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,302.4466552734375,60994500,306.9645211356027,312.06878135684286,,37.94756335496663
2022-02-08,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,307.3333435058594,50729100,305.21095057896207,311.4373896433784,-18.40327439273432,40.47377977936005
2022-02-09,311.6666564941406,315.42333984375,306.6666564941406,310.6666564941406,310.6666564941406,52259400,303.6807120186942,311.3346252234801,-16.903630640923268,42.20227662913189
2022-02-10,302.7900085449219,314.60333251953125,298.8999938964844,301.51666259765625,301.51666259765625,66126900,302.7438071114676,310.02556354003696,-16.26597615314506,38.866017885217694
2022-02-11,303.2099914550781,305.32000732421875,283.5666809082031,286.6666564941406,286.6666564941406,79645800,301.077139718192,306.9110426005841,-16.765637925643148,34.14780865853561
2022-02-14,287.19000244140625,299.6266784667969,284.3833312988281,291.9200134277344,291.9200134277344,67756500,300.0619027273996,304.9122387108708,-16.546978215084152,37.05877575179249
2022-02-15,300.0,307.6666564941406,297.7933349609375,307.4766540527344,307.4766540527344,57286200,299.70523507254467,305.2541607564526,-14.946108497807645,44.8354002503348
2022-02-16,304.6833190917969,308.8099975585937,300.4033203125,307.7966613769531,307.7966613769531,51294300,301.9502345493861,305.593160839186,-13.496012169259473,44.98597707337978
2022-02-17,304.4200134277344,306.1666564941406,291.3666687011719,292.1166687011719,292.1166687011719,55178400,302.6645202636719,303.7962952207841,-13.456921730211263,39.32220073547709
2022-02-18,295.3333435058594,295.6233215332031,279.2033386230469,285.6600036621094,285.6600036621094,68501700,300.76594979422435,301.3781230129608,-13.788001683016546,37.24288999972087
2022-02-22,278.0433349609375,285.57666015625,267.0333251953125,273.84332275390625,273.84332275390625,83288100,298.15356881277904,297.7068163117535,-14.832907796176356,33.72776276487002
2022-02-23,276.8099975585937,278.4333190917969,253.5200042724609,254.67999267578125,254.67999267578125,95256900,294.7816641671317,291.9699064936239,-17.011229141252443,28.95489101133533
2022-02-24,233.4633331298828,267.49334716796875,233.3333282470703,266.92333984375,266.92333984375,135322200,292.62999834333147,288.63036427364074,-17.547353735633635,35.258494569837495
2022-02-25,269.74334716796875,273.1666564941406,260.79998779296875,269.9566650390625,269.9566650390625,76067700,289.9288068498884,286.1405377090303,-17.52544986966086,36.75569392177475
2022-02-28,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,290.1433410644531,99006900,289.04999869210377,286.67424482308667,-15.698235364441246,45.747503271652334
2022-03-01,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,288.1233215332031,74766900,287.6778542654855,286.8674550511022,-14.248900938463578,45.05716028969108
2022-03-02,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,293.2966613769531,74643300,286.43714032854353,287.7246825612157,-12.538313797373236,47.25248926733048
2022-03-03,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,279.7633361816406,61623600,284.8833312988281,286.66316971060564,-12.134804926944184,42.47163327076056
2022-03-04,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,279.42999267578125,66999600,284.36642674037387,285.6987461059624,-11.706968628050449,42.35795221692342
2022-03-07,285.4333190917969,288.7133178710937,268.19000244140625,268.1933288574219,268.1933288574219,72494100,282.6716635567801,283.36469047282367,-12.134728543167457,38.60665578159448
2022-03-08,265.1766662597656,283.3299865722656,260.72332763671875,274.79998779296875,274.79998779296875,80399100,280.3376159667969,282.22273011550965,-11.804553649404513,41.866537212662585
2022-03-09,279.82666015625,286.85333251953125,277.336669921875,286.3233337402344,286.3233337402344,59184000,278.8038068498884,282.7694772654729,-10.492103515769545,47.13882073726296
2022-03-10,283.8166809082031,284.8166809082031,270.1199951171875,279.4333190917969,279.4333190917969,58648500,277.8978533063616,282.32465617564947,-9.893893285979118,44.53789201641069
2022-03-11,280.0666809082031,281.26666259765625,264.5899963378906,265.1166687011719,265.1166687011719,67037100,276.4304722377232,280.0302578457191,-10.454528113902825,39.6432097535585
2022-03-14,260.2033386230469,266.8999938964844,252.01333618164065,255.4566650390625,255.4566650390625,71152200,275.1171395438058,276.7537788048316,-11.545230586160583,36.711521507209866
2022-03-15,258.42333984375,268.5233459472656,252.19000244140625,267.2966613769531,267.2966613769531,66841200,276.0183301653181,275.4928298144478,-11.32369884845491,42.339900381400106
2022-03-16,269.6666564941406,280.6666564941406,267.4200134277344,280.07666015625,280.07666015625,84028800,276.9578530447824,276.1040071933548,-10.00160201346,47.74214422069976
2022-03-17,276.9966735839844,291.6666564941406,275.239990234375,290.5333251953125,290.5333251953125,66582900,278.4276144845145,278.0279162602825,-8.017642871661735,51.727318223476
2022-03-18,291.4966735839844,302.6166687011719,289.1300048828125,301.7966613769531,301.7966613769531,100414200,279.25999450683594,281.1970822758386,-5.473390026741242,55.65053762237471
2022-03-21,304.99334716796875,314.2833251953125,302.36334228515625,307.0533447265625,307.0533447265625,81981600,280.6121390206473,284.64458393593515,-2.998318157085521,57.39102820213896
2022-03-22,310.0,332.6199951171875,307.25,331.32666015625,331.32666015625,105868500,283.3285675048828,290.8688607653105,0.9113424378288072,64.34865597401163
2022-03-23,326.64666748046875,346.8999938964844,325.4666748046875,333.03668212890625,333.03668212890625,120676200,287.13380650111606,296.49123694712324,4.100493175961276,64.78491671311122
2022-03-24,336.57666015625,341.4966735839844,329.6000061035156,337.97332763671875,337.97332763671875,68920800,291.3154732840402,302.02218237240265,6.946192761435157,66.07553600696431
2022-03-25,336.0,340.6000061035156,332.44000244140625,336.8800048828125,336.8800048828125,62031600,296.22166442871094,306.6698920404573,9.009353951891512,65.50296216817162
2022-03-28,355.0333251953125,365.9599914550781,351.20001220703125,363.9466552734375,363.9466552734375,102506100,302.5892835344588,314.30679380485464,12.682283075838711,71.9770122325352
2022-03-29,369.3299865722656,371.5899963378906,357.7033386230469,366.5233459472656,366.5233459472656,73614900,308.31785583496094,321.2690007571761,15.620954630395149,72.50599880865826
2022-03-30,363.7233276367188,371.3166809082031,361.3333435058594,364.663330078125,364.663330078125,59865000,314.4057137625558,327.05491133330264,17.596938717704234,71.45738307729658
2022-03-31,364.8566589355469,367.71331787109375,358.8800048828125,359.20001220703125,359.20001220703125,48992700,321.1259525844029,331.3409247831332,18.50871925544942,68.33139567106824
2022-04-01,360.3833312988281,364.9166564941406,355.5466613769531,361.5299987792969,361.5299987792969,54263100,328.70261928013394,335.3661346492883,19.19801952576728,68.95514682029204
2022-04-04,363.1266784667969,383.3033447265625,357.510009765625,381.8166809082031,381.8166809082031,82035900,336.8826206752232,341.5595408171436,21.137599570906048,73.79478083627518
2022-04-05,378.76666259765625,384.2900085449219,362.4333190917969,363.7533264160156,363.7533264160156,80075100,342.85952540806363,344.51871223032657,20.975377885288708,64.1981750123964
