Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,MACD,RSI
2022-04-06,357.8233337402344,359.6666564941406,342.5666809082031,348.586669921875,348.586669921875,89348400,347.0061928885324,345.0611065891997,19.39936974591012,57.443436356004185
2022-04-07,350.7966613769531,358.86334228515625,340.5133361816406,352.4200134277344,352.4200134277344,79447200,350.6221466064453,346.042294167671,18.24932387938969,58.628282579908486
2022-04-08,347.7366638183594,349.4800109863281,340.8133239746094,341.8299865722656,341.8299865722656,55013700,353.106192452567,345.4806531549503,16.29553282308251,54.14345826616133
2022-04-11,326.79998779296875,336.1566772460937,324.8800048828125,325.3099975585937,325.3099975585937,59357100,352.67643083844865,342.7912324087694,13.261246885305866,47.97784380262485
2022-04-12,332.5466613769531,340.39666748046875,325.5333251953125,328.9833374023437,328.9833374023437,65976000,352.3869062151228,340.950179741246,11.025861971332006,49.35877058393577
2022-04-13,327.02667236328125,342.0799865722656,324.3666687011719,340.7900085449219,340.7900085449219,55121100,352.58809770856584,340.9288235817362,10.090683888038711,53.62026215436597
2022-04-14,333.0966796875,337.57000732421875,327.39666748046875,328.3333435058594,328.3333435058594,58422300,351.97762189592635,339.249426238286,8.249306880769382,48.9408833849274
2022-04-18,329.6766662597656,338.3066711425781,324.4700012207031,334.7633361816406,334.7633361816406,51715200,349.8930991036551,338.6512808974,7.225557280768612,51.303277618206046
2022-04-19,335.0199890136719,344.9800109863281,331.77667236328125,342.7166748046875,342.7166748046875,49847700,348.19262259347096,339.19333341837165,6.975586090802835,54.130296373814055
2022-04-20,343.3333435058594,344.6666564941406,325.0833435058594,325.7333374023437,325.7333374023437,70711200,345.4119088309152,337.3986672829013,5.345449712257505,47.7549264843198
2022-04-21,358.24334716796875,364.0733337402344,332.1400146484375,336.260009765625,336.260009765625,105416400,343.7733372279576,337.24684628059777,4.847095077564802,51.56291583445691
2022-04-22,338.3033447265625,344.95001220703125,331.3333435058594,335.01666259765625,335.01666259765625,69696600,341.8795275006975,336.9494884562056,4.302224349491098,51.0892566627307
2022-04-25,326.3233337402344,336.2066650390625,325.1000061035156,332.67333984375,332.67333984375,68341200,338.3692888532366,336.3793353078782,3.6393714015492256,50.15415298151728
2022-04-26,331.8099975585937,333.3333435058594,291.6666564941406,292.1400146484375,292.1400146484375,136133700,333.2540522984096,330.48075921995274,-0.1548598000433116,37.40186201648993
2022-04-27,299.52667236328125,306.0,292.4533386230469,293.836669921875,293.836669921875,76956300,329.3433380126953,325.5948806468757,-2.9904375595348256,38.11121004515672
2022-04-28,299.99334716796875,300.0,273.8999938964844,292.5033264160156,292.5033264160156,124948500,325.0635746547154,321.1826734160944,-5.284328590264408,37.749184969890216
2022-04-29,300.75,311.4666748046875,290.0,290.2533264160156,290.2533264160156,88133100,321.3795275006975,317.05876048275053,-7.200803573425674,37.10858710757562
2022-05-02,286.92333984375,302.1199951171875,282.6766662597656,300.9800109863281,300.9800109863281,75781500,319.6416713169643,314.91492721656084,-7.764564935553551,42.148896847261845
2022-05-03,301.0599975585937,308.02667236328125,296.1966552734375,303.0833435058594,303.0833435058594,63709500,317.7916717529297,313.3373827218007,-7.949986030414209,43.11165299150118
2022-05-04,301.3133239746094,318.5,295.09332275390625,317.5400085449219,317.5400085449219,81643800,316.1309574672154,313.8977328315502,-6.851422599847979,49.35076023276125
2022-05-05,313.00665283203125,315.20001220703125,285.8999938964844,291.09332275390625,291.09332275390625,92519100,313.470955984933,310.85714482119766,-8.022352993988534,40.58229540975638
2022-05-06,295.6666564941406,296.0,281.03668212890625,288.54998779296875,288.54998779296875,72903000,310.1700025285993,307.8828572174338,-9.05121289518206,39.84902459252053
2022-05-09,278.8166809082031,281.8766784667969,260.3833312988281,262.3699951171875,262.3699951171875,90810300,304.4309539794922,301.81447560406764,-11.842584451220205,33.19925274590403
2022-05-10,273.10333251953125,275.1199951171875,258.0833435058594,266.67999267578125,266.67999267578125,84401700,300.2128579275949,297.12987788029614,-13.550780771633242,35.11880559071929
2022-05-11,265.0,269.92333984375,242.3999938964844,244.6666717529297,244.6666717529297,97224600,293.6704766409738,290.1347837299806,-16.490734762707007,30.32564458991189
2022-05-12,233.6666717529297,253.22000122070312,226.6666717529297,242.6666717529297,242.6666717529297,140313000,287.0740487234933,283.8057021330405,-18.76573307750607,29.926012597199872
2022-05-13,257.82666015625,262.45001220703125,250.52333068847656,256.5299987792969,256.5299987792969,92150700,281.63523864746094,280.1689416858747,-19.228378227139785,36.20196532668666
2022-05-16,255.72000122070312,256.586669921875,239.69667053222656,241.4566650390625,241.4566650390625,86098500,278.01499938964844,275.00730479963306,-20.574153862374143,32.76582801238919
2022-05-17,249.1199951171875,254.82666015625,242.9499969482422,253.8699951171875,253.8699951171875,80236200,275.1602369035993,272.1889968419737,-20.403836033463847,37.98607724984477
2022-05-18,248.17333984375,253.5,233.60333251953125,236.60333251953125,236.60333251953125,87811800,271.1673801967076,267.44424159898136,-21.41527137719652,34.028341916577844
2022-05-19,235.6666717529297,244.6666717529297,231.3699951171875,236.47332763671875,236.47332763671875,90296700,267.3259517124721,263.31478640401303,-21.974028558781868,33.99961875157564
2022-05-20,237.9966735839844,240.52667236328125,211.0,221.3000030517578,221.3000030517578,144973200,261.6345225742885,257.712815290379,-23.37179265872416,30.738409507149285
2022-05-23,218.33999633789065,226.65333557128903,212.6866607666016,224.96665954589844,224.96665954589844,88903500,256.05475943429127,253.34666119111492,-23.908064952209344,32.4252091045709
2022-05-24,217.8433380126953,217.97332763671875,206.85667419433597,209.3866729736328,209.3866729736328,89092500,248.3295211791992,247.485329428784,-25.29861265854277,29.17397547285863
2022-05-25,207.9499969482422,223.10667419433597,207.6699981689453,219.6000061035156,219.6000061035156,92139300,243.2228557041713,243.7672863187482,-25.285031008886875,33.856073152488605
2022-05-26,220.47332763671875,239.55667114257807,217.8866729736328,235.91000366210935,235.91000366210935,106003200,239.46285683768136,242.7196486311964,-23.68515918742952,40.60826395832133
2022-05-27,241.0833282470703,253.26666259765625,240.1766662597656,253.2100067138672,253.2100067138672,89295000,238.8085719517299,244.11836304221916,-20.781724791134053,46.81061915234333
2022-05-31,257.9466552734375,259.6000061035156,244.7433319091797,252.7533264160156,252.7533264160156,101914500,237.81381007603235,245.26969149205863,-18.30655581732796,46.6720589995368
2022-06-01,251.72000122070312,257.32666015625,243.63999938964844,246.7899932861328,246.7899932861328,77247900,237.9654758998326,245.4723983979352,-16.634406633768748,44.80696396914027
2022-06-02,244.1566619873047,264.2099914550781,242.0666656494141,258.3333435058594,258.3333435058594,93473100,239.0845238821847,247.18719107899176,-14.213915299961968,49.051253407460166
2022-06-03,243.22666931152344,247.79666137695312,233.4166717529297,234.51666259765625,234.51666259765625,112393800,237.51214272635323,245.4977872814804,-14.055443184386377,41.89315272045816
2022-06-06,244.35333251953125,244.86666870117188,234.3500061035156,238.27999877929688,238.27999877929688,84204600,237.2852379935128,244.5354154811893,-13.470898974680438,43.30113921073256
2022-06-07,234.0,239.9966735839844,230.0933380126953,238.8866729736328,238.8866729736328,72808500,236.21500069754464,243.78224981351508,-12.811012561548663,43.53865342008225
2022-06-08,240.086669921875,249.9633331298828,239.1766662597656,241.86666870117188,241.86666870117188,76210500,236.59095328194755,243.526838998536,-11.910292634971654,44.76268500983624
2022-06-09,249.33999633789065,255.54666137695312,239.32666015625,239.7066650390625,239.7066650390625,96491400,236.82190595354356,243.0174824706062,-11.241178538648285,44.01779321606104
2022-06-10,235.1566619873047,239.5,227.913330078125,232.22999572753903,232.22999572753903,97536600,237.60261971609933,241.57915090486392,-11.185268709813926,41.44676931997706
2022-06-13,223.1666717529297,226.63333129882807,214.68333435058597,215.73666381835935,215.73666381835935,102767400,236.94333430698936,238.13348595999668,-12.329704651945889,36.39641993213021
2022-06-14,218.2866668701172,226.3300018310547,211.73666381835935,220.88999938964844,220.88999938964844,97988700,237.76500047956196,235.8343544172836,-12.674740747337438,38.9015242972065
2022-06-15,220.9166717529297,235.663330078125,218.1499938964844,233.0,233.0,119131800,238.72214290073936,235.4564404949791,-11.834586747774694,44.43949752399228
2022-06-16,222.73666381835935,225.1666717529297,208.69332885742188,213.1000061035156,213.1000061035156,107390700,237.09285736083984,232.4755825761173,-12.628943249856462,38.29658919904689
2022-06-17,213.43333435058597,220.97000122070312,213.19667053222656,216.75999450683597,216.75999450683597,92641800,234.4892850603376,230.3801708335465,-12.815417864614544,39.94094147524911
2022-06-21,224.60333251953125,243.57666015625,224.3333282470703,237.0366668701172,237.0366668701172,122793000,233.36666652134485,231.26770363842255,-11.197959236204696,48.18011738204788
2022-06-22,234.5033264160156,246.8333282470703,233.82666015625,236.086669921875,236.086669921875,101107500,232.60214342389787,231.91023247621624,-9.878890731342151,47.848919462678246
2022-06-23,237.9066619873047,239.3166656494141,228.6366729736328,235.07000732421875,235.07000732421875,104202600,230.94047655378068,232.33153578928324,-8.813953839523947,47.47281881139495
2022-06-24,237.47000122070312,246.0666656494141,236.086669921875,245.7066650390625,245.7066650390625,95770800,231.73976244245256,234.11488635592048,-7.030649347718452,51.74624390794872
2022-06-27,249.36666870117188,252.07000732421875,242.5666656494141,244.9199981689453,244.9199981689453,89178300,232.21404811314173,235.5555679309905,-5.616106156054343,51.41309674137002
2022-06-28,244.48333740234372,249.97000122070312,232.3433380126953,232.663330078125,232.663330078125,90391200,231.76952362060547,235.16993621727505,-5.421584515630201,46.400672558308216
2022-06-29,230.5,231.17333984375,222.27333068847656,228.4900054931641,228.4900054931641,82897200,230.81404767717635,234.2792787873936,-5.540311863777617,44.7991315270428
2022-06-30,224.50999450683597,229.4566650390625,218.8633270263672,224.47332763671875,224.47332763671875,94600500,229.7259521484375,232.9718186339703,-5.890613155133451,43.251785801977306
2022-07-01,227.0,230.22999572753903,222.1199951171875,227.26333618164065,227.26333618164065,74460300,229.37119075230189,232.21068764032637,-5.87537145497538,44.681057675004936
2022-07-05,223.0,233.14666748046875,216.1666717529297,233.0666656494141,233.0666656494141,84581100,230.60904802594865,232.32481804153804,-5.333530490698934,47.63537423655141
2022-07-06,230.77999877929688,234.56333923339844,227.1866607666016,231.73333740234372,231.73333740234372,71853600,231.3835721697126,232.24595395631212,-4.9545926097278254,47.01413885422335
2022-07-07,233.9199981689453,245.3633270263672,232.2100067138672,244.5433349609375,244.5433349609375,81930600,232.20809609549383,233.88560475692884,-3.5793612155779897,53.31373083444869
2022-07-08,242.3333282470703,254.97999572753903,241.16000366210935,250.76333618164065,250.76333618164065,101854200,234.89833395821708,236.1359689468904,-1.9649278468224625,56.04631662745606
2022-07-11,252.10333251953125,253.06333923339844,233.6266632080078,234.3433380126953,234.3433380126953,99241200,236.15428706577845,235.89695148899776,-1.9875234620230628,48.05070456730586
2022-07-12,236.8466644287109,239.77333068847656,228.3699951171875,233.07000732421875,233.07000732421875,87930900,235.87095424107144,235.52002560036055,-2.0841529765797877,47.484968872500296
2022-07-13,225.5,242.05999755859372,225.0333404541016,237.0399932861328,237.0399932861328,97954500,235.93904876708984,235.72268795846355,-1.819414793284011,49.482033546838
2022-07-14,234.89666748046875,238.65333557128903,229.3333282470703,238.31333923339844,238.31333923339844,78557400,236.17071533203125,236.06810812845487,-1.489687311509357,50.1370148454529
2022-07-15,240.0,243.6233367919922,236.88999938964844,240.0666656494141,240.0666656494141,69683100,235.76785823277064,236.60124913124943,-1.0745108260891243,51.07758666213236
2022-07-18,244.9366607666016,250.51666259765625,239.60333251953125,240.54666137695312,240.54666137695312,82537500,235.45547703334265,237.12730409734328,-0.698694708807011,51.34815209195247
2022-07-19,245.0,247.13999938964844,236.97666931152344,245.52999877929688,245.52999877929688,80890200,236.37452479771204,238.2476633882704,0.0012416397782715,54.18133411278828
2022-07-20,246.7833404541016,250.663330078125,243.48333740234372,247.5,247.5,88864200,237.73238154820032,239.4813082698344,0.7067617636572834,55.28977584913736
2022-07-21,255.10667419433597,273.26666259765625,254.86666870117188,271.7066650390625,271.7066650390625,142032300,241.10619136265345,243.77802250573143,3.18248144487049,66.13190069181772
2022-07-22,276.2200012207031,280.78668212890625,270.7133178710937,272.24334716796875,272.24334716796875,103472700,244.31904929024836,247.5733991273631,5.128692516561443,66.32686627277178
2022-07-25,272.2166748046875,274.14666748046875,267.3999938964844,268.4333190917969,268.4333190917969,64073400,246.8452388218471,250.3547217892876,6.291121258772165,63.5308017736031
2022-07-26,266.5133361816406,267.3099975585937,256.2633361816406,258.8599853515625,258.8599853515625,66820800,248.7828565325056,251.48875693092424,6.366477595941092,57.02578143841518
2022-07-27,263.8099975585937,275.9266662597656,261.7900085449219,274.82000732421875,274.82000732421875,88110000,250.94547598702567,254.5995903166969,7.6261291559754625,63.69903285199554
2022-07-28,280.0666809082031,283.29998779296875,272.79998779296875,280.8999938964844,280.8999938964844,84723000,253.0980943952288,258.1063107940019,9.0111413679669,65.87313390244296
2022-07-29,280.70001220703125,298.32000732421875,279.1000061035156,297.1499938964844,297.1499938964844,95313000,257.5842841012137,263.31213520766624,11.289870122456309,70.8910510179593
2022-08-01,301.27667236328125,311.8766784667969,295.0,297.27667236328125,297.27667236328125,117042900,262.17047446114674,267.8407401617483,12.956644834892415,70.92693924034862
2022-08-02,294.0033264160156,307.8333435058594,292.6666564941406,300.586669921875,300.586669921875,95577600,266.70952279227123,272.2068641297652,14.378913775692922,71.90173685186537
2022-08-03,305.0,309.54998779296875,301.1499938964844,307.39666748046875,307.39666748046875,80091000,271.6440462384905,276.89883790985897,15.8726124516416,73.84479498910191
2022-08-04,311.0,313.6066589355469,305.0,308.6333312988281,308.6333312988281,72256200,276.54166521344865,281.13010369505486,16.960655964443276,74.1937905629051
2022-08-05,302.6700134277344,304.6066589355469,285.5433349609375,288.1700134277344,288.1700134277344,113172900,279.9433332170759,282.0687583260788,15.987426453822366,59.94113388561441
2022-08-08,295.0,305.20001220703125,289.086669921875,290.42333984375,290.42333984375,98994000,283.1500004359654,283.18270252843496,15.222484341037216,60.833364802301965
2022-08-09,290.2933349609375,292.39666748046875,279.35333251953125,283.3333435058594,283.3333435058594,86244600,285.7095249720982,283.20278799209154,13.884111361433211,56.56434687323559
2022-08-10,297.0666809082031,297.510009765625,283.3699951171875,294.3566589355469,294.3566589355469,94918800,287.32738167899,284.68997078455226,13.556657849166584,61.13139888867356
2022-08-11,296.5133361816406,298.2366638183594,285.8333435058594,286.6300048828125,286.6300048828125,70155000,288.3550000871931,284.9486419976536,12.529242861284615,56.63621234012887
2022-08-12,289.4166564941406,300.1600036621094,285.0333251953125,300.0299987792969,300.0299987792969,79657200,290.6119057791574,286.9594895685394,12.650450086324213,61.87245796038449
2022-08-15,301.78668212890625,313.1333312988281,301.2300109863281,309.32000732421875,309.32000732421875,89359200,294.21619306291853,289.9408919359633,13.342331641305408,65.02557159630142
2022-08-16,311.6666564941406,314.6666564941406,302.8833312988281,306.5633239746094,306.5633239746094,88136400,296.4835728236607,292.1572162077828,13.512448357161702,63.3513529993758
2022-08-17,303.39666748046875,309.6566772460937,300.0333251953125,303.9966735839844,303.9966735839844,68766000,298.13333565848217,293.73581052460975,13.286995629225316,61.75702072904039
2022-08-18,306.0,306.5,301.85333251953125,302.8699951171875,302.8699951171875,47500500,298.54190717424666,294.9537018036201,12.869062638428376,61.0309300010987
2022-08-19,299.0,300.3599853515625,292.5,296.6666564941406,296.6666564941406,61395300,298.4983346121652,295.1820957623562,11.900113053048983,57.05354726962205
2022-08-22,291.913330078125,292.3999938964844,286.2966613769531,289.913330078125,289.913330078125,55843200,297.7359531947545,294.4795936711254,10.466623799943648,53.00377039534231
2022-08-23,291.4533386230469,298.82666015625,287.92333984375,296.4533386230469,296.4533386230469,63984900,296.95428684779574,294.7427596647149,9.745952003516436,56.242996583898325
2022-08-24,297.5633239746094,303.64666748046875,296.5,297.0966796875,297.0966796875,57259800,296.1302403041295,295.0566156677529,9.12157877779896,56.56018249690506
2022-08-25,302.3599853515625,302.9599914550781,291.6000061035156,296.07000732421875,296.07000732421875,53230000,296.6945255824498,295.1917345552817,8.446548070233746,55.86423661667671
2022-08-26,297.42999267578125,302.0,287.4700012207031,288.0899963378906,288.0899963378906,57163900,296.5278581891741,294.2448361262962,7.184838826705061,50.64771704039933
2022-08-29,282.8299865722656,287.739990234375,280.70001220703125,284.82000732421875,284.82000732421875,41864700,296.63404846191406,292.9881922860192,5.853587859012748,48.64325831197445
2022-08-30,287.8699951171875,288.4800109863281,272.6499938964844,277.70001220703125,277.70001220703125,50541800,295.4442879813058,290.9497682754875,4.17590059168316,44.51243444927171
2022-08-31,280.6199951171875,281.25,271.8099975585937,275.6099853515625,275.6099853515625,52107300,294.65714372907365,288.90446388563083,2.6471588457130792,43.3487181088495
2022-09-01,272.5799865722656,277.5799865722656,266.1499938964844,277.1600036621094,277.1600036621094,54287000,293.02357264927457,287.338535855828,1.542907840501357,44.50741642439487
2022-09-02,281.07000732421875,282.3500061035156,269.0799865722656,270.2099914550781,270.2099914550781,50890100,290.2300000871931,285.054729935728,0.1057539955096444,40.50684126081217
2022-09-06,272.67999267578125,275.989990234375,265.739990234375,274.4200134277344,274.4200134277344,55860000,287.9340493338449,283.6367677346622,-0.6855842042635913,43.80212934755026
2022-09-07,273.1000061035156,283.8399963378906,272.2699890136719,283.70001220703125,283.70001220703125,50028900,286.48428780691967,283.6452003309781,-0.5574807920136209,50.332620521431465
2022-09-08,281.29998779296875,289.5,279.760009765625,289.260009765625,289.260009765625,53713100,285.5121459960937,284.3938415889311,-0.0072292444996264,53.79686694935703
2022-09-09,291.6700134277344,299.8500061035156,291.25,299.67999267578125,299.67999267578125,54338100,285.7273842947824,286.4319950671777,1.2551856102830357,59.49834423589303
2022-09-12,300.7200012207031,305.489990234375,300.3999938964844,304.4200134277344,304.4200134277344,48674600,286.7635759626116,288.830397515252,2.608074281732627,61.80719291931223
2022-09-13,292.8999938964844,297.3999938964844,290.3999938964844,292.1300048828125,292.1300048828125,68229600,286.4547664097377,289.27034516426005,2.6579086072707696,53.31990921578502
2022-09-14,292.239990234375,306.0,291.6400146484375,302.6099853515625,302.6099853515625,72628700,286.84857395717074,291.04896385590035,3.502672875700682,58.547198747553
2022-09-15,301.8299865722656,309.1199951171875,300.7200012207031,303.75,303.75,64795500,287.39714486258373,292.7424353417803,4.215550062229738,59.08395017046024
2022-09-16,299.6099853515625,303.7099914550781,295.6000061035156,303.3500061035156,303.3500061035156,87087800,288.48714556012834,294.1567781100117,4.694123272899219,58.79627871129865
2022-09-19,300.0899963378906,309.8399963378906,297.79998779296875,309.07000732421875,309.07000732421875,60231200,290.21928841727123,296.145208671906,5.471875905441095,61.67030081738905
2022-09-20,306.9100036621094,313.3299865722656,305.5799865722656,308.7300109863281,308.7300109863281,61642800,292.4357169015067,297.82318231382897,5.991746483407837,61.39617007321326
2022-09-21,308.2900085449219,313.79998779296875,300.6300048828125,300.79998779296875,300.79998779296875,62555700,294.23500279017856,298.2200897110476,5.698176037804274,55.229666332462
2022-09-22,299.8599853515625,301.2900085449219,285.82000732421875,288.5899963378906,288.5899963378906,70545400,295.05143083844865,296.9360772612933,4.429217811495505,47.344780458409645
2022-09-23,283.0899963378906,284.5,272.82000732421875,275.3299865722656,275.3299865722656,63748400,295.4171447753906,294.05526516942297,2.326765797482949,40.57072258975859
2022-09-26,271.8299865722656,284.0899963378906,270.3099975585937,276.010009765625,276.010009765625,58076900,295.5307159423828,291.64923111558323,0.7072765734678228,41.03665558783112
